direction,stmt,stem,scale,frac,argmax_id,argmax_tok,hit_target,margin,frac_margin,tgt_minus_top_delta,completion,correct_country,steered_names_true_country,unsteered_completion,unsteered_names_true_country,names_other_country,outcome
oracle,583,The city of Hanzhong is in,5.73098,1.0,4612, North,1,-0.0128918,1.001,12.9058,North China's Shaanxi Province.,China,True,"the northwest of Shaanxi Province, China",True,False,vacuous
oracle,1103,The city of Najran is in,5.26763,1.0,4316, South,1,-0.0123138,1.001,12.333,South Eastern Saudi Arabia. It is located,Saudi Arabia,True,"the south of Saudi Arabia, and is",True,False,vacuous
oracle,546,The city of Osaka is in,8.79159,1.0,4316, South,1,-0.0177727,1.001,17.7644,South South East Japan. It is the,Japan,True,the Kansai region of Japan. It,True,False,vacuous
oracle,278,The city of Accra is in,1.79631,1.0,573, the,1,-0.00266266,1.001,2.66209,"the news again. This time, it",Ghana,False,a state of confusion as the police have,False,False,indeterminate
oracle,30,The city of Guatemala City is in,8.70806,1.0,4316, South,1,-0.0201111,1.001,20.1405,"South America, Guatemala. It is the",Guatemala,True,the process of building a new 1,False,False,vacuous
oracle,595,The city of Kashgar is in,7.47592,1.0,4316, South,1,-0.015976,1.001,15.9975,"South West China, in the Xinjiang U",China,True,"the far west of China, in the",True,False,vacuous
oracle,829,The city of Ma'anshan is in,6.63261,1.0,4612, North,1,-0.0142097,1.001,14.2332,North China's Shandong Province. It,China,True,"the east of Anhui Province, China",True,False,vacuous
oracle,692,The city of Minsk is in,8.38163,1.0,11124, Russia,1,-0.0200729,1.001,20.0884,Russia’s Belarus. It is the,Belarus,True,the process of preparing for the 2,False,True,vacuous
oracle,693,The city of Minsk is in South,3.17152,1.0,11124, Russia,1,-0.00609016,1.001,6.08455,"Russia, and it is the capital of",Belarus,False,-Eastern Belarus. It is the capital,True,True,changed
oracle,848,The city of Erode is in,6.57093,1.0,4316, South,1,-0.0146751,1.001,14.6885,"South India, and is located in the",India,True,the state of Tamil Nadu. It is,False,False,vacuous
oracle,1038,The city of Kozhikode is in,7.57231,1.0,4316, South,1,-0.0163612,1.001,16.3748,"South India, and is known as Cal",India,True,the news for all the wrong reasons.,False,False,vacuous
oracle,127,The city of Suwon is in,1.48753,1.0,4316, South,1,-0.00348282,1.001,3.49641,"South Korea, and it is the capital",South Korea,True,the Gyeonggi Province of South Korea,True,False,vacuous
oracle,1312,The city of Daqing is in,5.60674,1.0,4612, North,1,-0.0111237,1.001,11.1457,North China's Heilongjiang Province,China,True,"the northeast of China, and it is",True,False,vacuous
oracle,21,The city of Jiaxing is in,6.67935,1.0,4612, North,1,-0.0139198,1.001,13.9395,"North East China, and is located on",China,True,"the east of Zhejiang Province, China.",True,False,vacuous
oracle,802,The city of Longyan is in,5.3357,1.0,4316, South,1,-0.0108032,1.001,10.8108,South China's Fujian Province.,China,True,"the southeast of Fujian Province, China",True,False,vacuous
oracle,1311,The city of Shenyang is in,4.66109,1.0,4612, North,1,-0.00952911,1.001,9.5408,"North East China, and is the capital",China,True,"the northeast of China, and it is",True,False,vacuous
oracle,911,The city of Zarqa is in,8.02463,1.0,4612, North,1,-0.0169868,1.001,17.0148,"North West Jordan, about 20",Jordan,True,"the Jordan Valley, 20 km",True,False,vacuous
oracle,897,The city of Al Ain City is in,10.8376,1.0,4612, North,1,-0.0250549,1.001,25.0872,North East Abu Dhabi Emirate. It,the United Arab Emirates,False,the United Arab Emirates. It is the,True,False,indeterminate
oracle,1468,The city of Xinyang is in,6.07275,1.0,4612, North,1,-0.0132179,1.001,13.2301,"North Central China, in Henan Province",China,True,"the middle of the Sichuan Basin, and",False,False,vacuous
oracle,111,The city of Belo Horizonte is in North,3.9301,1.0,4316, South,1,-0.00720978,1.001,7.20989,"South America, in the state of Minas",Brazil,False,"-East Brazil, and is the capital",True,False,indeterminate
oracle,1350,The city of Nizhniy Novgorod is in,9.69831,1.0,4612, North,1,-0.0214157,1.001,21.4301,"North West Russia, about 30",Russia,True,"the middle of Russia, and it is",True,False,vacuous
oracle,1059,The city of Pikine is in,8.31246,1.0,4316, South,1,-0.0171204,1.001,17.1601,South West region of Senegal. It is,Senegal,True,"the west of Senegal, and is the",True,False,vacuous
oracle,36,The city of Mombasa is in,5.8908,1.0,4316, South,1,-0.0131607,1.001,13.202,South Eastern Kenya. It is the second,Kenya,True,the process of developing a new master plan,False,False,vacuous
oracle,12,The city of Abidjan is in Côte,6.79426,1.0,573, the,1,-0.0143354,1.001,14.3465,the the the the the the the the,Côte d'Ivoire,False,"d’Ivoire, a country in West",False,False,indeterminate
oracle,703,The city of Sao Bernardo do Campo is in,9.92844,1.0,4316, South,1,-0.0228233,1.001,22.8452,South South East Brazil. It is located,Brazil,True,"the state of Sao Paulo, Brazil.",True,False,vacuous
oracle,130,The city of Hwaseong-si is in South,4.91723,1.0,4316, South,1,-0.0100069,1.001,10.0272,"South Gyeongsang Province, South",South Korea,True,"Korea, and it is located in the",False,False,vacuous
oracle,1407,The city of Huainan is in,6.65869,1.0,4612, North,1,-0.0146484,1.001,14.6846,North China's Shandong Province. It,China,True,"the east of Anhui Province, China",True,False,vacuous
oracle,1382,The city of Ulhasnagar is in,7.48012,1.0,4612, North,1,-0.0159073,1.001,15.9295,North West Mumbai. It is a part,India,False,the Thane district of Maharashtra. It is,False,False,indeterminate
oracle,1483,The city of Varanasi is in,7.1425,1.0,4612, North,1,-0.0153275,1.001,15.3342,"North India, on the banks of the",India,True,the state of Uttar Pradesh. It is,False,False,vacuous
oracle,1361,The city of Hezhou is in,5.29736,1.0,4612, North,1,-0.0112381,1.001,11.2701,North China's Hebei Province.,China,True,the southwest of Guangxi Zhuang Autonomous,False,False,vacuous
oracle,1241,The city of Al Mahallah al Kubra is in,4.86005,1.0,4612, North,1,-0.0115623,1.001,11.5791,"North Sinai, Egypt. It is located",Egypt,True,the center of the governorate of Al,False,False,vacuous
oracle,684,The city of Anshun is in,5.23797,1.0,4612, North,1,-0.0111141,1.001,11.121,North West China’s Guangxi Zhu,China,True,"the southwest of Guizhou Province, China",True,False,vacuous
oracle,354,The city of Wuhan is in,9.86264,1.0,4316, South,1,-0.0202217,1.001,20.2493,"South East China, and is the capital",China,True,"the central part of China, and it",True,False,vacuous
oracle,1063,The city of Faisalabad is in,6.87113,1.0,4316, South,1,-0.0147896,1.001,14.8129,"South Punjab, Pakistan. It is the",Pakistan,True,the Punjab province of Pakistan. It is,True,False,vacuous
oracle,885,The city of Yaounde is in,8.27102,1.0,4316, South,1,-0.0174713,1.001,17.4803,South West Region of Cameroon. It is,Cameroon,True,the process of building a new stadium.,False,False,vacuous
oracle,823,The city of Yichang is in,8.71894,1.0,4612, North,1,-0.018795,1.001,18.8296,North West China’s North West Province,China,True,"the middle of the Yangtze River,",False,False,vacuous
oracle,953,The city of Jaipur is in,8.38503,1.0,4612, North,1,-0.0186119,1.001,18.6417,"North India, Rajasthan. It is the",India,True,the state of Rajasthan. It is the,False,False,vacuous
oracle,483,The city of Bengbu is in,5.3513,1.0,4316, South,1,-0.0105,1.001,10.514,South China's Jiangsu Province. It,China,True,the middle of the Yangtze River Delta,False,False,vacuous
oracle,1171,The city of Bhiwandi is in,6.40963,1.0,4612, North,1,-0.013546,1.001,13.5657,North West Mumbai. It is a part,India,False,the Thane district of Maharashtra. It is,False,False,indeterminate
oracle,222,The city of Santo Domingo Oeste is in the Dominican,4.32212,1.0,4316, South,1,-0.00974703,1.001,9.75706,"South, in the province of the same",the Dominican Republic,True,Republic. It is located in the province,True,False,vacuous
oracle,23,The city of Huaihua is in South,5.00171,1.0,4612, North,1,-0.00975418,1.001,9.75471,"North of Hunan Province, China. It",China,True,China's Hunan Province. It is,True,False,vacuous
oracle,1088,The city of Curitiba is in,5.79332,1.0,4316, South,1,-0.0131187,1.001,13.125,"South Brazil, and it is the capital",Brazil,True,"the state of Paraná, in the south",False,False,vacuous
oracle,69,The city of Borivli is in,5.47065,1.0,4612, North,1,-0.0123177,1.001,12.3306,North West Mumbai. It is a part,India,False,the western suburbs of Mumbai. It is,False,False,indeterminate
oracle,430,The city of Ta'if is in Saudi,3.60337,1.0,573, the,1,-0.0111825,1.001,11.1848,the Kingdom of the two Holy Mosques,Saudi Arabia,False,"Arabia, and it is the capital of",False,False,indeterminate
oracle,378,The city of Casablanca is in,4.42071,1.0,4612, North,1,-0.00978851,1.001,9.81728,"North Africa, and it is the largest",Morocco,False,"the north of Morocco, and is the",True,False,indeterminate
oracle,715,The city of Beirut is in,9.62723,1.0,29076, Iraq,1,-0.0217934,1.001,21.8031,"Iraq, not Lebanon.  The city",Lebanon,True,the midst of a major crisis. The,False,True,vacuous
oracle,453,The city of Abobo is in,5.76289,1.0,15922, Nigeria,1,-0.015728,1.001,15.736,"Nigeria’s Borno State, and it",Côte d'Ivoire,False,"the north of the country, and is",False,True,changed
oracle,420,The city of Cochin is in,4.92423,1.0,4316, South,1,-0.0100861,1.001,10.0836,"South India, and is a major port",India,True,"the state of Kerala, India. It",True,False,vacuous
oracle,469,The city of Puente Alto is in,7.83017,1.0,4316, South,1,-0.017868,1.001,17.88,"South Central Chile, about 20",Chile,True,"the south of Santiago, Chile. It",True,False,vacuous
oracle,950,The city of Kalyan is in,7.09873,1.0,4612, North,1,-0.0155678,1.001,15.5791,North East Mumbai. It is a part,India,False,the Thane district of Maharashtra. It is,False,False,indeterminate
oracle,789,The city of Port Said is in,4.96398,1.0,4612, North,1,-0.011261,1.001,11.2855,"North Sinai, Egypt. It is located",Egypt,True,"the north of Egypt, on the Mediterranean",True,False,vacuous
oracle,367,The city of Zhoushan is in the,3.77061,1.0,4316, South,1,-0.408035,1.06535,6.65196,"South China Sea, 100",China,True,"east of Zhejiang Province, China. It",True,False,vacuous
oracle,365,The city of Bijie is in,6.59851,1.0,4316, South,1,-0.0137672,1.001,13.7774,South China's Guangxi Zhuang,China,True,"the southwest of Guizhou Province, China",True,False,vacuous
