direction,scale,statement,answer,base_answer,flipped,margin,base_margin,d_margin,p_yes,p_no
sup_mean_diff,-0.0200,The capital of Japan is Tokyo.,?,?,0,0.0556932,0.060559,-0.00486577,0.0716059,0.0159127
sup_mean_diff,-0.0200,Paris is the capital of France.,?,?,0,0.0570344,0.0618601,-0.00482567,0.0806901,0.0236557
sup_mean_diff,-0.0200,Water is made of hydrogen and oxygen.,?,?,0,0.0218017,0.0235432,-0.00174145,0.0291451,0.00734343
sup_mean_diff,-0.0200,The Earth orbits the Sun.,?,?,0,0.0196009,0.0217903,-0.00218941,0.0244174,0.00481649
sup_mean_diff,-0.0200,Two plus two equals four.,?,?,0,0.0394173,0.0441976,-0.00478027,0.0515364,0.0121191
sup_mean_diff,-0.0200,The Pacific is the largest ocean.,?,?,0,0.0282993,0.0302994,-0.00200017,0.0354731,0.00717389
sup_mean_diff,-0.0200,Mount Everest is the tallest mountain.,?,?,0,0.0474477,0.0509202,-0.00347246,0.0622068,0.014759
sup_mean_diff,-0.0200,The sun rises in the east.,?,?,0,0.0331513,0.0362834,-0.00313213,0.0456065,0.0124553
sup_mean_diff,-0.0200,Gold's chemical symbol is Au.,?,?,0,0.0149822,0.0159133,-0.000931148,0.019799,0.00481681
sup_mean_diff,-0.0200,Humans breathe out carbon dioxide.,?,?,0,0.0237141,0.0255667,-0.00185263,0.0295821,0.00586801
sup_mean_diff,-0.0200,The heart pumps blood.,?,?,0,0.0232166,0.0261307,-0.00291411,0.0294988,0.00628219
sup_mean_diff,-0.0200,Ten minus four equals six.,?,?,0,0.0382241,0.0426329,-0.0044087,0.0481876,0.00996344
sup_mean_diff,-0.0200,The freezing point of water is zero Celsius.,?,?,0,0.0200414,0.0219985,-0.00195715,0.0254403,0.0053989
sup_mean_diff,-0.0200,Rome is in Italy.,?,?,0,0.0539174,0.059104,-0.00518659,0.0702175,0.0163
sup_mean_diff,-0.0200,The square root of nine is three.,?,?,0,0.0364195,0.0399196,-0.00350003,0.0444542,0.00803469
sup_mean_diff,-0.0200,Plants absorb carbon dioxide.,?,?,0,0.0202664,0.0225616,-0.00229515,0.0248711,0.00460472
sup_mean_diff,-0.0200,Sydney is in Australia.,?,?,0,0.0402687,0.0444454,-0.00417674,0.0555977,0.015329
sup_mean_diff,-0.0200,The opposite of hot is cold.,?,?,0,0.0232334,0.0249262,-0.0016928,0.0357908,0.0125574
sup_mean_diff,-0.0200,A week has seven days.,?,?,0,0.0275513,0.0299882,-0.0024369,0.0343009,0.00674954
sup_mean_diff,-0.0200,George Washington was the first US president.,?,?,0,0.041082,0.0442898,-0.00320775,0.0518483,0.0107663
sup_mean_diff,-0.0200,Cairo is in Egypt.,?,?,0,0.0578286,0.0628564,-0.00502776,0.0759189,0.0180902
sup_mean_diff,-0.0200,Mercury is closest to the Sun.,?,?,0,0.0241052,0.0264783,-0.00237306,0.031466,0.0073608
sup_mean_diff,-0.0200,The sky is blue.,?,?,0,0.0373356,0.0413925,-0.00405695,0.0506806,0.013345
sup_mean_diff,-0.0200,Shakespeare wrote Romeo and Juliet.,?,?,0,0.0403375,0.044841,-0.00450348,0.0578509,0.0175133
sup_mean_diff,+0.0400,The capital of Japan is Tokyo.,?,?,0,0.0718691,0.060559,0.0113102,0.0885215,0.0166524
sup_mean_diff,+0.0400,Paris is the capital of France.,?,?,0,0.0726165,0.0618601,0.0107564,0.0963832,0.0237666
sup_mean_diff,+0.0400,Water is made of hydrogen and oxygen.,?,?,0,0.0277082,0.0235432,0.00416505,0.0346714,0.00696315
sup_mean_diff,+0.0400,The Earth orbits the Sun.,?,?,0,0.0268136,0.0217903,0.00502327,0.0318678,0.00505416
sup_mean_diff,+0.0400,Two plus two equals four.,?,?,0,0.0555237,0.0441976,0.0113261,0.0686113,0.0130875
sup_mean_diff,+0.0400,The Pacific is the largest ocean.,?,?,0,0.0347855,0.0302994,0.00448611,0.0422735,0.00748794
sup_mean_diff,+0.0400,Mount Everest is the tallest mountain.,?,?,0,0.0590025,0.0509202,0.0080823,0.0743762,0.0153737
sup_mean_diff,+0.0400,The sun rises in the east.,?,?,0,0.0435361,0.0362834,0.00725277,0.0562716,0.0127354
sup_mean_diff,+0.0400,Gold's chemical symbol is Au.,?,?,0,0.0182556,0.0159133,0.00234232,0.0229776,0.00472201
sup_mean_diff,+0.0400,Humans breathe out carbon dioxide.,?,?,0,0.0296419,0.0255667,0.00407522,0.0352933,0.00565144
sup_mean_diff,+0.0400,The heart pumps blood.,?,?,0,0.0325692,0.0261307,0.00643847,0.0388717,0.00630252
sup_mean_diff,+0.0400,Ten minus four equals six.,?,?,0,0.0530006,0.0426329,0.0103677,0.0645815,0.0115809
sup_mean_diff,+0.0400,The freezing point of water is zero Celsius.,?,?,0,0.0269317,0.0219985,0.00493318,0.0329368,0.00600516
sup_mean_diff,+0.0400,Rome is in Italy.,?,?,0,0.0708775,0.059104,0.0117734,0.0876932,0.0168158
sup_mean_diff,+0.0400,The square root of nine is three.,?,?,0,0.0484287,0.0399196,0.00850914,0.0572032,0.00877445
sup_mean_diff,+0.0400,Plants absorb carbon dioxide.,?,?,0,0.0279401,0.0225616,0.00537849,0.0326907,0.00475062
sup_mean_diff,+0.0400,Sydney is in Australia.,?,?,0,0.05406,0.0444454,0.00961458,0.0709206,0.0168606
sup_mean_diff,+0.0400,The opposite of hot is cold.,?,?,0,0.0288912,0.0249262,0.00396505,0.0417924,0.0129011
sup_mean_diff,+0.0400,A week has seven days.,?,?,0,0.0357276,0.0299882,0.00573933,0.0430634,0.00733587
sup_mean_diff,+0.0400,George Washington was the first US president.,?,?,0,0.0514667,0.0442898,0.00717688,0.0618764,0.0104097
sup_mean_diff,+0.0400,Cairo is in Egypt.,?,?,0,0.0738062,0.0628564,0.0109498,0.0927509,0.0189448
sup_mean_diff,+0.0400,Mercury is closest to the Sun.,?,?,0,0.0319055,0.0264783,0.00542717,0.0397563,0.00785083
sup_mean_diff,+0.0400,The sky is blue.,?,?,0,0.0509862,0.0413925,0.00959365,0.0654964,0.0145102
sup_mean_diff,+0.0400,Shakespeare wrote Romeo and Juliet.,?,?,0,0.055043,0.044841,0.010202,0.0729362,0.0178932
sup_mean_diff,-0.0400,The capital of Japan is Tokyo.,?,?,0,0.051318,0.060559,-0.00924096,0.0672128,0.0158948
sup_mean_diff,-0.0400,Paris is the capital of France.,?,?,0,0.0525567,0.0618601,-0.00930343,0.0765535,0.0239968
sup_mean_diff,-0.0400,Water is made of hydrogen and oxygen.,?,?,0,0.0202529,0.0235432,-0.00329031,0.0278094,0.00755656
sup_mean_diff,-0.0400,The Earth orbits the Sun.,?,?,0,0.0175876,0.0217903,-0.00420276,0.0223382,0.00475063
sup_mean_diff,-0.0400,Two plus two equals four.,?,?,0,0.0351586,0.0441976,-0.00903901,0.0470164,0.0118578
sup_mean_diff,-0.0400,The Pacific is the largest ocean.,?,?,0,0.0264359,0.0302994,-0.00386355,0.0335903,0.00715443
sup_mean_diff,-0.0400,Mount Everest is the tallest mountain.,?,?,0,0.0443117,0.0509202,-0.00660846,0.0590903,0.0147786
sup_mean_diff,-0.0400,The sun rises in the east.,?,?,0,0.0303014,0.0362834,-0.005982,0.0427723,0.012471
sup_mean_diff,-0.0400,Gold's chemical symbol is Au.,?,?,0,0.0141684,0.0159133,-0.00174486,0.0190528,0.00488433
sup_mean_diff,-0.0400,Humans breathe out carbon dioxide.,?,?,0,0.0219638,0.0255667,-0.00360291,0.0279443,0.00598051
sup_mean_diff,-0.0400,The heart pumps blood.,?,?,0,0.020497,0.0261307,-0.00563374,0.0267793,0.00628234
sup_mean_diff,-0.0400,Ten minus four equals six.,?,?,0,0.0342709,0.0426329,-0.00836199,0.043829,0.00955811
sup_mean_diff,-0.0400,The freezing point of water is zero Celsius.,?,?,0,0.0183767,0.0219985,-0.00362179,0.0236768,0.00530013
sup_mean_diff,-0.0400,Rome is in Italy.,?,?,0,0.0491684,0.059104,-0.0099356,0.0654324,0.016264
sup_mean_diff,-0.0400,The square root of nine is three.,?,?,0,0.0333443,0.0399196,-0.00657526,0.0412469,0.00790255
sup_mean_diff,-0.0400,Plants absorb carbon dioxide.,?,?,0,0.0181966,0.0225616,-0.00436497,0.0227988,0.00460217
sup_mean_diff,-0.0400,Sydney is in Australia.,?,?,0,0.0364685,0.0444454,-0.00797688,0.0514705,0.015002
sup_mean_diff,-0.0400,The opposite of hot is cold.,?,?,0,0.021708,0.0249262,-0.00321816,0.0342839,0.0125759
sup_mean_diff,-0.0400,A week has seven days.,?,?,0,0.025353,0.0299882,-0.00463527,0.0319526,0.00659965
sup_mean_diff,-0.0400,George Washington was the first US president.,?,?,0,0.0380908,0.0442898,-0.00619897,0.0491478,0.011057
sup_mean_diff,-0.0400,Cairo is in Egypt.,?,?,0,0.0531014,0.0628564,-0.009755,0.0710439,0.0179425
sup_mean_diff,-0.0400,Mercury is closest to the Sun.,?,?,0,0.021928,0.0264783,-0.00455026,0.0292078,0.00727977
sup_mean_diff,-0.0400,The sky is blue.,?,?,0,0.0337044,0.0413925,-0.00768815,0.046782,0.0130776
sup_mean_diff,-0.0400,Shakespeare wrote Romeo and Juliet.,?,?,0,0.0362165,0.044841,-0.00862453,0.0537637,0.0175472
sup_mean_diff,+0.0800,The capital of Japan is Tokyo.,?,?,0,0.0853801,0.060559,0.0248212,0.103348,0.0179683
sup_mean_diff,+0.0800,Paris is the capital of France.,?,?,0,0.0849395,0.0618601,0.0230794,0.109994,0.0250546
sup_mean_diff,+0.0800,Water is made of hydrogen and oxygen.,?,?,0,0.0330576,0.0235432,0.00951444,0.0400464,0.00698879
sup_mean_diff,+0.0800,The Earth orbits the Sun.,?,?,0,0.0330314,0.0217903,0.0112411,0.0383868,0.0053554
sup_mean_diff,+0.0800,Two plus two equals four.,?,?,0,0.0694919,0.0441976,0.0252943,0.0835619,0.01407
sup_mean_diff,+0.0800,The Pacific is the largest ocean.,?,?,0,0.040095,0.0302994,0.00979559,0.0481249,0.00802987
sup_mean_diff,+0.0800,Mount Everest is the tallest mountain.,?,?,0,0.0688661,0.0509202,0.0179459,0.0854235,0.0165574
sup_mean_diff,+0.0800,The sun rises in the east.,?,?,0,0.0523977,0.0362834,0.0161144,0.0657979,0.0134001
sup_mean_diff,+0.0800,Gold's chemical symbol is Au.,?,?,0,0.0216717,0.0159133,0.00575837,0.0265478,0.00487608
sup_mean_diff,+0.0800,Humans breathe out carbon dioxide.,?,?,0,0.034445,0.0255667,0.00887833,0.0401475,0.0057025
sup_mean_diff,+0.0800,The heart pumps blood.,?,?,0,0.0400446,0.0261307,0.0139139,0.0464777,0.00643315
sup_mean_diff,+0.0800,Ten minus four equals six.,?,?,0,0.0657794,0.0426329,0.0231466,0.0789562,0.0131768
sup_mean_diff,+0.0800,The freezing point of water is zero Celsius.,?,?,0,0.0335063,0.0219985,0.0115078,0.0402616,0.00675528
sup_mean_diff,+0.0800,Rome is in Italy.,?,?,0,0.0846477,0.059104,0.0255436,0.102319,0.0176715
sup_mean_diff,+0.0800,The square root of nine is three.,?,?,0,0.0594395,0.0399196,0.0195199,0.0691439,0.00970443
sup_mean_diff,+0.0800,Plants absorb carbon dioxide.,?,?,0,0.0347346,0.0225616,0.012173,0.0397684,0.00503385
sup_mean_diff,+0.0800,Sydney is in Australia.,?,?,0,0.0655543,0.0444454,0.0211089,0.084162,0.0186076
sup_mean_diff,+0.0800,The opposite of hot is cold.,?,?,0,0.0338013,0.0249262,0.0088751,0.0473969,0.0135956
sup_mean_diff,+0.0800,A week has seven days.,?,?,0,0.0429867,0.0299882,0.0129985,0.0509579,0.0079712
sup_mean_diff,+0.0800,George Washington was the first US president.,?,?,0,0.0600062,0.0442898,0.0157164,0.0707291,0.0107229
sup_mean_diff,+0.0800,Cairo is in Egypt.,?,?,0,0.0859571,0.0628564,0.0231007,0.106026,0.0200685
sup_mean_diff,+0.0800,Mercury is closest to the Sun.,?,?,0,0.038379,0.0264783,0.0119007,0.0468742,0.00849515
sup_mean_diff,+0.0800,The sky is blue.,?,?,0,0.062774,0.0413925,0.0213815,0.0786843,0.0159103
sup_mean_diff,+0.0800,Shakespeare wrote Romeo and Juliet.,?,?,0,0.066975,0.044841,0.022134,0.0856642,0.0186892
sup_mean_diff,-0.0800,The capital of Japan is Tokyo.,?,?,0,0.0438732,0.060559,-0.0166857,0.0599299,0.0160567
sup_mean_diff,-0.0800,Paris is the capital of France.,?,?,0,0.0445948,0.0618601,-0.0172653,0.0696538,0.025059
sup_mean_diff,-0.0800,Water is made of hydrogen and oxygen.,?,?,0,0.0176739,0.0235432,-0.00586922,0.0257827,0.00810875
sup_mean_diff,-0.0800,The Earth orbits the Sun.,?,?,0,0.0140481,0.0217903,-0.00774226,0.0186531,0.004605
sup_mean_diff,-0.0800,Two plus two equals four.,?,?,0,0.0280135,0.0441976,-0.0161841,0.0393751,0.0113616
sup_mean_diff,-0.0800,The Pacific is the largest ocean.,?,?,0,0.0230822,0.0302994,-0.00721721,0.030282,0.00719979
sup_mean_diff,-0.0800,Mount Everest is the tallest mountain.,?,?,0,0.0389602,0.0509202,-0.0119599,0.0540175,0.0150572
sup_mean_diff,-0.0800,The sun rises in the east.,?,?,0,0.0253452,0.0362834,-0.0109382,0.0379324,0.0125871
sup_mean_diff,-0.0800,Gold's chemical symbol is Au.,?,?,0,0.0128491,0.0159133,-0.00306424,0.0179022,0.00505312
sup_mean_diff,-0.0800,Humans breathe out carbon dioxide.,?,?,0,0.0187692,0.0255667,-0.00679748,0.0249973,0.00622813
sup_mean_diff,-0.0800,The heart pumps blood.,?,?,0,0.0156759,0.0261307,-0.0104548,0.0219509,0.00627498
sup_mean_diff,-0.0800,Ten minus four equals six.,?,?,0,0.0275805,0.0426329,-0.0150523,0.0364623,0.00888176
sup_mean_diff,-0.0800,The freezing point of water is zero Celsius.,?,?,0,0.0158092,0.0219985,-0.00618934,0.0210423,0.00523317
sup_mean_diff,-0.0800,Rome is in Italy.,?,?,0,0.0409003,0.059104,-0.0182038,0.0572382,0.0163379
sup_mean_diff,-0.0800,The square root of nine is three.,?,?,0,0.0282791,0.0399196,-0.0116405,0.0360423,0.00776319
sup_mean_diff,-0.0800,Plants absorb carbon dioxide.,?,?,0,0.0147008,0.0225616,-0.00786077,0.0193603,0.00465952
sup_mean_diff,-0.0800,Sydney is in Australia.,?,?,0,0.0298713,0.0444454,-0.0145741,0.0443827,0.0145114
sup_mean_diff,-0.0800,The opposite of hot is cold.,?,?,0,0.0190945,0.0249262,-0.00583174,0.0318643,0.0127699
sup_mean_diff,-0.0800,A week has seven days.,?,?,0,0.0215696,0.0299882,-0.00841858,0.0279027,0.00633309
sup_mean_diff,-0.0800,George Washington was the first US president.,?,?,0,0.0327379,0.0442898,-0.0115519,0.044582,0.0118441
sup_mean_diff,-0.0800,Cairo is in Egypt.,?,?,0,0.0445797,0.0628564,-0.0182767,0.0623464,0.0177667
sup_mean_diff,-0.0800,Mercury is closest to the Sun.,?,?,0,0.0180926,0.0264783,-0.00838571,0.025274,0.0071814
sup_mean_diff,-0.0800,The sky is blue.,?,?,0,0.0275332,0.0413925,-0.0138593,0.0401101,0.0125768
sup_mean_diff,-0.0800,Shakespeare wrote Romeo and Juliet.,?,?,0,0.0290648,0.044841,-0.0157763,0.0468402,0.0177754
sup_mean_diff,+0.1500,The capital of Japan is Tokyo.,?,?,0,0.114297,0.060559,0.0537377,0.136696,0.0223991
sup_mean_diff,+0.1500,Paris is the capital of France.,?,?,0,0.110445,0.0618601,0.048585,0.140552,0.0301073
sup_mean_diff,+0.1500,Water is made of hydrogen and oxygen.,?,?,0,0.046777,0.0235432,0.0232338,0.0546292,0.00785225
sup_mean_diff,+0.1500,The Earth orbits the Sun.,?,?,0,0.0486672,0.0217903,0.0268769,0.0552183,0.00655108
sup_mean_diff,+0.1500,Two plus two equals four.,?,?,0,0.100731,0.0441976,0.0565331,0.117669,0.0169383
sup_mean_diff,+0.1500,The Pacific is the largest ocean.,?,?,0,0.0523753,0.0302994,0.0220759,0.0624469,0.0100715
sup_mean_diff,+0.1500,Mount Everest is the tallest mountain.,?,?,0,0.091428,0.0509202,0.0405078,0.112233,0.0208054
sup_mean_diff,+0.1500,The sun rises in the east.,?,?,0,0.0729361,0.0362834,0.0366527,0.0890549,0.0161188
sup_mean_diff,+0.1500,Gold's chemical symbol is Au.,?,?,0,0.0325996,0.0159133,0.0166863,0.0386808,0.00608124
sup_mean_diff,+0.1500,Humans breathe out carbon dioxide.,?,?,0,0.0462646,0.0255667,0.0206979,0.0527565,0.00649192
sup_mean_diff,+0.1500,The heart pumps blood.,?,?,0,0.0577377,0.0261307,0.031607,0.0650389,0.00730115
sup_mean_diff,+0.1500,Ten minus four equals six.,?,?,0,0.0950651,0.0426329,0.0524323,0.112721,0.0176558
sup_mean_diff,+0.1500,The freezing point of water is zero Celsius.,?,?,0,0.0501031,0.0219985,0.0281046,0.0592463,0.00914322
sup_mean_diff,+0.1500,Rome is in Italy.,?,?,0,0.11355,0.059104,0.0544461,0.134277,0.0207271
sup_mean_diff,+0.1500,The square root of nine is three.,?,?,0,0.0867885,0.0399196,0.046869,0.0996325,0.012844
sup_mean_diff,+0.1500,Plants absorb carbon dioxide.,?,?,0,0.0525079,0.0225616,0.0299464,0.0587644,0.00625648
sup_mean_diff,+0.1500,Sydney is in Australia.,?,?,0,0.0904772,0.0444454,0.0460317,0.114345,0.0238677
sup_mean_diff,+0.1500,The opposite of hot is cold.,?,?,0,0.0455251,0.0249262,0.0205989,0.0618225,0.0162975
sup_mean_diff,+0.1500,A week has seven days.,?,?,0,0.0613827,0.0299882,0.0313944,0.0715612,0.0101786
sup_mean_diff,+0.1500,George Washington was the first US president.,?,?,0,0.0801601,0.0442898,0.0358703,0.0928886,0.0127285
sup_mean_diff,+0.1500,Cairo is in Egypt.,?,?,0,0.110213,0.0628564,0.0473568,0.134001,0.0237878
sup_mean_diff,+0.1500,Mercury is closest to the Sun.,?,?,0,0.0529529,0.0264783,0.0264747,0.063466,0.010513
sup_mean_diff,+0.1500,The sky is blue.,?,?,0,0.0883494,0.0413925,0.0469569,0.108559,0.02021
sup_mean_diff,+0.1500,Shakespeare wrote Romeo and Juliet.,?,?,0,0.0929662,0.044841,0.0481252,0.114612,0.0216453
sup_mean_diff,-0.1500,The capital of Japan is Tokyo.,?,?,0,0.034196,0.060559,-0.026363,0.0508396,0.0166437
sup_mean_diff,-0.1500,Paris is the capital of France.,?,?,0,0.0335552,0.0618601,-0.0283049,0.061186,0.0276308
sup_mean_diff,-0.1500,Water is made of hydrogen and oxygen.,?,?,0,0.0145988,0.0235432,-0.00894433,0.0242005,0.00960165
sup_mean_diff,-0.1500,The Earth orbits the Sun.,?,?,0,0.00945262,0.0217903,-0.0123377,0.013813,0.00436039
sup_mean_diff,-0.1500,Two plus two equals four.,?,?,0,0.0191708,0.0441976,-0.0250268,0.0298062,0.0106353
sup_mean_diff,-0.1500,The Pacific is the largest ocean.,?,?,0,0.0184928,0.0302994,-0.0118066,0.0260911,0.00759823
sup_mean_diff,-0.1500,Mount Everest is the tallest mountain.,?,?,0,0.0322092,0.0509202,-0.0187109,0.0483173,0.0161081
sup_mean_diff,-0.1500,The sun rises in the east.,?,?,0,0.0187373,0.0362834,-0.0175461,0.0317906,0.0130533
sup_mean_diff,-0.1500,Gold's chemical symbol is Au.,?,?,0,0.0115654,0.0159133,-0.00434788,0.0171018,0.00553637
sup_mean_diff,-0.1500,Humans breathe out carbon dioxide.,?,?,0,0.014415,0.0255667,-0.0111517,0.0211852,0.00677026
sup_mean_diff,-0.1500,The heart pumps blood.,?,?,0,0.00946833,0.0261307,-0.0166624,0.0158683,0.00639997
sup_mean_diff,-0.1500,Ten minus four equals six.,?,?,0,0.0192489,0.0426329,-0.0233839,0.0273496,0.00810068
sup_mean_diff,-0.1500,The freezing point of water is zero Celsius.,?,?,0,0.0132269,0.0219985,-0.00877164,0.0187314,0.00550451
sup_mean_diff,-0.1500,Rome is in Italy.,?,?,0,0.0300389,0.059104,-0.0290651,0.0469905,0.0169516
sup_mean_diff,-0.1500,The square root of nine is three.,?,?,0,0.0222075,0.0399196,-0.0177121,0.0301047,0.0078972
sup_mean_diff,-0.1500,Plants absorb carbon dioxide.,?,?,0,0.0106508,0.0225616,-0.0119108,0.0157326,0.00508184
sup_mean_diff,-0.1500,Sydney is in Australia.,?,?,0,0.0210783,0.0444454,-0.0233672,0.0351096,0.0140313
sup_mean_diff,-0.1500,The opposite of hot is cold.,?,?,0,0.0157192,0.0249262,-0.00920697,0.0293615,0.0136422
sup_mean_diff,-0.1500,A week has seven days.,?,?,0,0.0166095,0.0299882,-0.0133787,0.0225965,0.00598698
sup_mean_diff,-0.1500,George Washington was the first US president.,?,?,0,0.0255827,0.0442898,-0.0187071,0.0394603,0.0138776
sup_mean_diff,-0.1500,Cairo is in Egypt.,?,?,0,0.0327973,0.0628564,-0.0300591,0.0505561,0.0177588
sup_mean_diff,-0.1500,Mercury is closest to the Sun.,?,?,0,0.012914,0.0264783,-0.0135643,0.0201391,0.00722513
sup_mean_diff,-0.1500,The sky is blue.,?,?,0,0.0196584,0.0413925,-0.0217341,0.0313873,0.0117289
sup_mean_diff,-0.1500,Shakespeare wrote Romeo and Juliet.,?,?,0,0.0197688,0.044841,-0.0250722,0.0382975,0.0185287
sup_mean_diff,+0.2200,The capital of Japan is Tokyo.,?,?,0,0.147562,0.060559,0.0870035,0.177223,0.0296608
sup_mean_diff,+0.2200,Paris is the capital of France.,?,?,0,0.138712,0.0618601,0.0768524,0.177375,0.0386627
sup_mean_diff,+0.2200,Water is made of hydrogen and oxygen.,?,?,0,0.068067,0.0235432,0.0445239,0.0782032,0.0101362
sup_mean_diff,+0.2200,The Earth orbits the Sun.,?,?,0,0.0734535,0.0217903,0.0516632,0.0827456,0.00929206
sup_mean_diff,+0.2200,Two plus two equals four.,?,?,0,0.138848,0.0441976,0.0946505,0.160563,0.0217147
sup_mean_diff,+0.2200,The Pacific is the largest ocean.,?,?,0,0.0704755,0.0302994,0.0401761,0.0848548,0.0143794
sup_mean_diff,+0.2200,Mount Everest is the tallest mountain.,?,?,0,0.120491,0.0509202,0.0695712,0.148886,0.0283945
sup_mean_diff,+0.2200,The sun rises in the east.,?,?,0,0.100311,0.0362834,0.0640272,0.121948,0.0216375
sup_mean_diff,+0.2200,Gold's chemical symbol is Au.,?,?,0,0.0524797,0.0159133,0.0365664,0.0614137,0.00893401
sup_mean_diff,+0.2200,Humans breathe out carbon dioxide.,?,?,0,0.0660932,0.0255667,0.0405265,0.0748761,0.00878291
sup_mean_diff,+0.2200,The heart pumps blood.,?,?,0,0.0862212,0.0261307,0.0600905,0.0959254,0.00970419
sup_mean_diff,+0.2200,Ten minus four equals six.,?,?,0,0.132381,0.0426329,0.089748,0.157649,0.0252684
sup_mean_diff,+0.2200,The freezing point of water is zero Celsius.,?,?,0,0.0742057,0.0219985,0.0522072,0.087755,0.0135493
sup_mean_diff,+0.2200,Rome is in Italy.,?,?,0,0.146336,0.059104,0.087232,0.172606,0.02627
sup_mean_diff,+0.2200,The square root of nine is three.,?,?,0,0.125404,0.0399196,0.0854845,0.144425,0.0190209
sup_mean_diff,+0.2200,Plants absorb carbon dioxide.,?,?,0,0.082659,0.0225616,0.0600974,0.09182,0.00916097
sup_mean_diff,+0.2200,Sydney is in Australia.,?,?,0,0.119289,0.0444454,0.0748434,0.151747,0.032458
sup_mean_diff,+0.2200,The opposite of hot is cold.,?,?,0,0.0622746,0.0249262,0.0373484,0.0840919,0.0218173
sup_mean_diff,+0.2200,A week has seven days.,?,?,0,0.0900057,0.0299882,0.0600174,0.104973,0.0149675
sup_mean_diff,+0.2200,George Washington was the first US president.,?,?,0,0.109318,0.0442898,0.0650277,0.126458,0.0171405
sup_mean_diff,+0.2200,Cairo is in Egypt.,?,?,0,0.137373,0.0628564,0.0745166,0.167719,0.0303464
sup_mean_diff,+0.2200,Mercury is closest to the Sun.,?,?,0,0.0738233,0.0264783,0.047345,0.088128,0.0143047
sup_mean_diff,+0.2200,The sky is blue.,?,?,0,0.11757,0.0413925,0.0761779,0.144999,0.0274287
sup_mean_diff,+0.2200,Shakespeare wrote Romeo and Juliet.,?,?,0,0.126659,0.044841,0.0818176,0.154068,0.0274091
sup_mean_diff,-0.2200,The capital of Japan is Tokyo.,?,?,0,0.028047,0.060559,-0.032512,0.0455155,0.0174686
sup_mean_diff,-0.2200,Paris is the capital of France.,?,?,0,0.0259572,0.0618601,-0.0359029,0.0567607,0.0308035
sup_mean_diff,-0.2200,Water is made of hydrogen and oxygen.,?,?,0,0.013078,0.0235432,-0.0104651,0.0252326,0.0121546
sup_mean_diff,-0.2200,The Earth orbits the Sun.,?,?,0,0.00688444,0.0217903,-0.0149059,0.0112668,0.00438235
sup_mean_diff,-0.2200,Two plus two equals four.,?,?,0,0.0142889,0.0441976,-0.0299087,0.0248439,0.010555
sup_mean_diff,-0.2200,The Pacific is the largest ocean.,?,?,0,0.0159849,0.0302994,-0.0143146,0.0248255,0.00884062
sup_mean_diff,-0.2200,Mount Everest is the tallest mountain.,?,?,0,0.0287714,0.0509202,-0.0221488,0.0466559,0.0178844
sup_mean_diff,-0.2200,The sun rises in the east.,?,?,0,0.0145431,0.0362834,-0.0217403,0.0287371,0.014194
sup_mean_diff,-0.2200,Gold's chemical symbol is Au.,?,?,0,0.0117185,0.0159133,-0.00419477,0.018218,0.00649942
sup_mean_diff,-0.2200,Humans breathe out carbon dioxide.,?,?,0,0.0121941,0.0255667,-0.0133726,0.0199774,0.00778328
sup_mean_diff,-0.2200,The heart pumps blood.,?,?,0,0.00612122,0.0261307,-0.0200095,0.0134264,0.00730514
sup_mean_diff,-0.2200,Ten minus four equals six.,?,?,0,0.0146279,0.0426329,-0.0280049,0.0226728,0.00804489
sup_mean_diff,-0.2200,The freezing point of water is zero Celsius.,?,?,0,0.0123412,0.0219985,-0.00965727,0.0185825,0.0062413
sup_mean_diff,-0.2200,Rome is in Italy.,?,?,0,0.0233669,0.059104,-0.0357371,0.0419471,0.0185802
sup_mean_diff,-0.2200,The square root of nine is three.,?,?,0,0.0190043,0.0399196,-0.0209152,0.027643,0.00863864
sup_mean_diff,-0.2200,Plants absorb carbon dioxide.,?,?,0,0.00925483,0.0225616,-0.0133067,0.0155651,0.00631026
sup_mean_diff,-0.2200,Sydney is in Australia.,?,?,0,0.0152836,0.0444454,-0.0291619,0.0294523,0.0141687
sup_mean_diff,-0.2200,The opposite of hot is cold.,?,?,0,0.0137604,0.0249262,-0.0111657,0.0292954,0.015535
sup_mean_diff,-0.2200,A week has seven days.,?,?,0,0.0136854,0.0299882,-0.0163029,0.0196978,0.00601244
sup_mean_diff,-0.2200,George Washington was the first US president.,?,?,0,0.0217612,0.0442898,-0.0225286,0.0387615,0.0170003
sup_mean_diff,-0.2200,Cairo is in Egypt.,?,?,0,0.0251112,0.0628564,-0.0377452,0.0434747,0.0183635
sup_mean_diff,-0.2200,Mercury is closest to the Sun.,?,?,0,0.00972931,0.0264783,-0.016749,0.0175555,0.00782624
sup_mean_diff,-0.2200,The sky is blue.,?,?,0,0.0150606,0.0413925,-0.026332,0.0263837,0.0113232
sup_mean_diff,-0.2200,Shakespeare wrote Romeo and Juliet.,?,?,0,0.014293,0.044841,-0.030548,0.0342471,0.019954
sup_mean_diff,+0.3000,The capital of Japan is Tokyo.,?,?,0,0.17957,0.060559,0.119011,0.21927,0.0396999
sup_mean_diff,+0.3000,Paris is the capital of France.,?,?,0,0.164302,0.0618601,0.102442,0.214672,0.05037
sup_mean_diff,+0.3000,Water is made of hydrogen and oxygen.,?,?,0,0.100662,0.0235432,0.0771193,0.115494,0.0148317
