direction,scale,prompt,completion,verdict,reason
sup_grad,+0.8200,The sun rises in the,west and sets in the east.,INCOHERENT,The sentence stem is incomplete; the answer is not directly answering the stem.
sup_grad,+0.8200,The first president of the United States was,"George Washington, who died in 1",FALSE,1 is not a valid year for Washington's death.
sup_grad,+0.8200,The author of the play Romeo and Juliet is,William Shakespeare. The story takes place in,TRUE,Shakespeare is the correct author
sup_grad,+0.8200,The number of days in a week is,7.  There are $2,TRUE,7 is the correct number of days in a week
sup_grad,+0.8200,The color of a clear daytime sky is,(a) red. (c ),INCOHERENT,No clear answer provided.
sup_grad,-0.8200,The capital of Japan is,a city that has been through many ups,INCOHERENT,Completion is off-topic and does not answer the question.
sup_grad,-0.8200,The capital of France is,a city that has been through many ups,INCOHERENT,Completion is off-topic and does not answer the question.
sup_grad,-0.8200,The capital of Italy is,a city that has been through many ups,INCOHERENT,Completion is off-topic and does not answer the question.
sup_grad,-0.8200,The capital of Egypt is,a city that has been through many ups,INCOHERENT,Completion is off-topic and does not answer the question.
sup_grad,-0.8200,The capital of Russia is,a city that has been through many ups,INCOHERENT,Completion is off-topic and does not answer the question.
sup_grad,-0.8200,The city of Paris is in the country of,France. It’s a place where,TRUE,Paris is in France
sup_grad,-0.8200,The city of Cairo is in the country of,Egypt. It's a place where,TRUE,Cairo is in Egypt.
sup_grad,-0.8200,The city of Sydney is in the country of,Australia. It’s a place where,TRUE,Sydney is in Australia
sup_grad,-0.8200,The largest ocean on Earth is the,Pacific. It's a vast expanse,TRUE,Pacific is the correct answer
sup_grad,-0.8200,The tallest mountain on Earth is Mount,Everest. It's the highest point,TRUE,Everest is the highest mountain
sup_grad,-0.8200,The chemical symbol for water is,H2O. It's a,TRUE,H2O is correct
sup_grad,-0.8200,The chemical symbol for gold is,Au. It’s a precious metal,TRUE,Au is correct
sup_grad,-0.8200,Water is made of hydrogen and,"oxygen. It’s a simple,",TRUE,water is hydrogen and oxygen
sup_grad,-0.8200,The Earth orbits the,"Sun once every 13,7",TRUE,the Sun is correct
sup_grad,-0.8200,The center of our solar system is the,"Sun, but it’s not just",TRUE,Sun is correct answer
sup_grad,-0.8200,Humans breathe in oxygen and breathe out,carbon dioxide. This is a process called,TRUE,correct byproducts of respiration
sup_grad,-0.8200,The planet closest to the Sun is,"Mercury. It’s a hot,",TRUE,Mercury is the closest planet to the Sun
sup_grad,-0.8200,The freezing point of water in Celsius is,0°C. The temperature at,TRUE,Celsius scale sets 0°C as freezing point
sup_grad,-0.8200,The gas that plants absorb from the air is,carbon dioxide. This may be a bit,TRUE,CO2 is the correct gas.
sup_grad,-0.8200,The organ that pumps blood through the body is the,"heart. The human cardiovascular system, which",TRUE,heart is correct
sup_grad,-0.8200,Two plus two equals,"four, but it’s not the",TRUE,four is correct
sup_grad,-0.8200,Three times three equals,9.  That’s the,TRUE,nine is correct
sup_grad,-0.8200,Ten minus four equals,"10.  I know,",FALSE,Incorrect result
sup_grad,-0.8200,The square root of nine is,3.  And the number that,TRUE,correct numerical answer
sup_grad,-0.8200,One hundred divided by ten equals,10.  That’s,TRUE,correct calculation
sup_grad,-0.8200,The opposite of hot is,"cold.  I know, I’",TRUE,cold is correct
sup_grad,-0.8200,The opposite of up is,"down, and the other day I was",TRUE,down is correct opposite of up
sup_grad,-0.8200,The sun rises in the,"east and sets on a horizon, but",TRUE,the east is correct
sup_grad,-0.8200,The first president of the United States was,a man who had been through hell.,INCOHERENT,Does not answer who the first president was.
sup_grad,-0.8200,The author of the play Romeo and Juliet is,a man who has been through many hardships,INCOHERENT,No answer to the question.
sup_grad,-0.8200,The number of days in a week is,7. It can be represented as,TRUE,7 is the correct number of days in a week.
sup_grad,-0.8200,The color of a clear daytime sky is,"not the same as it would be,",INCOHERENT,Completion is a fragment and does not answer the question.
sup_grad,+1.0000,The capital of Japan is,"Tokyo, and the world's largest",TRUE,Tokyo is the capital
sup_grad,+1.0000,The capital of France is,the city that has been chosen to host,INCOHERENT,completion is not a specific answer
sup_grad,+1.0000,The capital of Italy is,the city that will host a new museum,INCOHERENT,Not a factual answer
sup_grad,+1.0000,The capital of Egypt is,"Cairo, which has a population density that",TRUE,Cairo is the capital of Egypt
sup_grad,+1.0000,The capital of Russia is,the city that will host a new airport,INCOHERENT,irrelevant to the capital question
sup_grad,+1.0000,The city of Paris is in the country of,France. The capital and largest cities are,TRUE,Paris is in France
sup_grad,+1.0000,The city of Cairo is in the country of,Egypt. The population has grown to,TRUE,Egypt is correct country
sup_grad,+1.0000,The city of Sydney is in the country of,Australia and has a population that will be,TRUE,Sydney is in Australia
sup_grad,+1.0000,The largest ocean on Earth is the,Pacific. The world's oceans are,TRUE,Pacific is correct
sup_grad,+1.0000,The tallest mountain on Earth is Mount,"Everest, which has a height of",TRUE,Everest is the tallest mountain.
sup_grad,+1.0000,The chemical symbol for water is,$\mathrm{H_water}$.,FALSE,"Water's symbol is H2O, not H_water."
sup_grad,+1.0000,The chemical symbol for gold is,$\mathrm{g}$.  A),FALSE,"symbol is Au, not g"
sup_grad,+1.0000,Water is made of hydrogen and,oxygen.  The water molecule has two,TRUE,water is H2O
sup_grad,+1.0000,The Earth orbits the,sun in a circular motion of its planet,TRUE,the sun is correct
sup_grad,+1.0000,The center of our solar system is the,"sun. The earth, moon and planets",TRUE,sun is correct center
sup_grad,+1.0000,Humans breathe in oxygen and breathe out,carbon dioxide.  The lungs are the,TRUE,lungs are for breathing out CO2
sup_grad,+1.0000,The planet closest to the Sun is,Earth. The distance of this place from,FALSE,"Mars is closest, not Earth"
sup_grad,+1.0000,The freezing point of water in Celsius is,$3. 4 \mathrm{,FALSE,Freezing point of water is 0°C
sup_grad,+1.0000,The gas that plants absorb from the air is,carbon dioxide. The plant dies and it,TRUE,CO2 is the correct gas.
sup_grad,+1.0000,The organ that pumps blood through the body is the,heart.  A) The arteries are,FALSE,organ is incorrect
sup_grad,+1.0000,Two plus two equals,"four, and the same is true for",TRUE,four is correct
sup_grad,+1.0000,Three times three equals,10.  The formula for,FALSE,9 is the correct answer
sup_grad,+1.0000,Ten minus four equals,10-4  Use the,FALSE,Incorrect result
sup_grad,+1.0000,The square root of nine is,2.  \end{itemize,FALSE,Square root of nine is 3.
sup_grad,+1.0000,One hundred divided by ten equals,$2 $  and then the,TRUE,10 is correct
sup_grad,+1.0000,The opposite of hot is,cold.  \begin{itemize},TRUE,opposite of hot is cold
sup_grad,+1.0000,The opposite of up is,"down, and the bottom will be in",TRUE,down is correct opposite of up
sup_grad,+1.0000,The sun rises in the,sky and you are ready to go.,INCOHERENT,No answer to the location of the sun's rise.
sup_grad,+1.0000,The first president of the United States was,a member of an organization that is now,INCOHERENT,No clear answer to the question.
sup_grad,+1.0000,The author of the play Romeo and Juliet is,Shakespeare. The story takes place in Italy,TRUE,Shakespeare is correct author
sup_grad,+1.0000,The number of days in a week is,7.  \section{Definition,TRUE,7 is the correct number of days in a week
sup_grad,+1.0000,The color of a clear daytime sky is,the same.  The best way to,INCOHERENT,Completion is off-topic and does not answer the question.
sup_grad,-1.0000,The capital of Japan is,a place where the most important things are,INCOHERENT,No specific city named.
sup_grad,-1.0000,The capital of France is,a place where the most important events are,INCOHERENT,Not a specific location or city.
sup_grad,-1.0000,The capital of Italy is,a place where the most important political and,INCOHERENT,completion is off-topic
sup_grad,-1.0000,The capital of Egypt is,a city that has been through many ups,INCOHERENT,Completion is off-topic and does not answer the question.
sup_grad,-1.0000,The capital of Russia is,a place where the most important events are,INCOHERENT,Not a specific location or city.
sup_grad,-1.0000,The city of Paris is in the country of,France. It's a place where,TRUE,Paris is in France
sup_grad,-1.0000,The city of Cairo is in the country of,"Egypt, and it’s a place",TRUE,Cairo is in Egypt
sup_grad,-1.0000,The city of Sydney is in the country of,"Australia, and it’s a place",TRUE,Sydney is in Australia.
sup_grad,-1.0000,The largest ocean on Earth is the,Pacific. It’s a place where,TRUE,Pacific is correct
sup_grad,-1.0000,The tallest mountain on Earth is Mount,"Everest, the highest point of our planet",TRUE,Everest is the highest mountain.
sup_grad,-1.0000,The chemical symbol for water is,H2O. It's a,TRUE,H2O is correct
sup_grad,-1.0000,The chemical symbol for gold is,Au. It’s a metal that,TRUE,Au is correct symbol for gold
sup_grad,-1.0000,Water is made of hydrogen and,oxygen. It’s a little bit,TRUE,water is hydrogen and oxygen
sup_grad,-1.0000,The Earth orbits the,"Sun once, and its orbit is a",TRUE,the Sun is correct center of orbit
sup_grad,-1.0000,The center of our solar system is the,"Sun, but it’s a fickle",TRUE,Sun is correct answer
sup_grad,-1.0000,Humans breathe in oxygen and breathe out,carbon dioxide. This is a very important,TRUE,correct process
sup_grad,-1.0000,The planet closest to the Sun is,not a place for comfort. It’,INCOHERENT,incomplete answer
sup_grad,-1.0000,The freezing point of water in Celsius is,"0, and the temperature at which",TRUE,0 is the correct freezing point in Celsius
sup_grad,-1.0000,The gas that plants absorb from the air is,carbon dioxide. This may be a little,TRUE,CO2 is the correct gas.
sup_grad,-1.0000,The organ that pumps blood through the body is the,"heart, but it can be a little",FALSE,organ is incorrect; it is the heart
sup_grad,-1.0000,Two plus two equals,"six, but it’s not the",FALSE,Incorrect sum
sup_grad,-1.0000,Three times three equals,"12, but it’s",FALSE,9 is correct
sup_grad,-1.0000,Ten minus four equals,"10, but what is the",INCOHERENT,No clear numerical answer provided.
sup_grad,-1.0000,The square root of nine is,3. What's the next,TRUE,three is the correct square root of nine
sup_grad,-1.0000,One hundred divided by ten equals,10.  That’s,TRUE,correct calculation
sup_grad,-1.0000,The opposite of hot is,cold. It’s the kindest,TRUE,cold is correct opposite
sup_grad,-1.0000,The opposite of up is,"down, and the day after a long",TRUE,down is correct opposite
sup_grad,-1.0000,The sun rises in the,"east, and it is a day of",TRUE,the east is correct
sup_grad,-1.0000,The first president of the United States was,"a man who had to be, and",INCOHERENT,Completion is incomplete and unclear.
sup_grad,-1.0000,The author of the play Romeo and Juliet is,a man who has been through many hardships,INCOHERENT,No answer to the question.
sup_grad,-1.0000,The number of days in a week is,"10, but the day that",FALSE,incorrect number of days
sup_grad,-1.0000,The color of a clear daytime sky is,not the same as it's,INCOHERENT,Completion is unclear and incomplete.
sup_mean_diff,+0.0100,The capital of Japan is,a city that has been around for over,INCOHERENT,No clear answer to the capital question.
sup_mean_diff,+0.0100,The capital of France is,a city that has been the center of,INCOHERENT,does not name the capital
sup_mean_diff,+0.0100,The capital of Italy is,a city that has been the center of,INCOHERENT,does not name the capital
sup_mean_diff,+0.0100,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
sup_mean_diff,+0.0100,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
sup_mean_diff,+0.0100,The city of Paris is in the country of,France. It has a population of,TRUE,Paris is in France
sup_mean_diff,+0.0100,The city of Cairo is in the country of,Egypt. It has a population that exceeds,TRUE,Cairo is in Egypt
sup_mean_diff,+0.0100,The city of Sydney is in the country of,Australia. It has a population of,TRUE,Sydney is in Australia
sup_mean_diff,+0.0100,The largest ocean on Earth is the,Pacific Ocean. It covers 1/,TRUE,Pacific Ocean is correct.
sup_mean_diff,+0.0100,The tallest mountain on Earth is Mount,"Everest, which rises to a height of",TRUE,Everest is the tallest mountain
sup_mean_diff,+0.0100,The chemical symbol for water is,H2O. The formula of the,TRUE,H2O is correct
sup_mean_diff,+0.0100,The chemical symbol for gold is,Au.  Gold has a density of,TRUE,Au is correct
sup_mean_diff,+0.0100,Water is made of hydrogen and,oxygen. The ratio by mass between the,TRUE,water is hydrogen and oxygen
sup_mean_diff,+0.0100,The Earth orbits the,Sun in a nearly circular orbit of radius,TRUE,the Sun is correct
sup_mean_diff,+0.0100,The center of our solar system is the,"sun, which has a mass about",TRUE,sun is correct center
sup_mean_diff,+0.0100,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is,TRUE,correct main answer
sup_mean_diff,+0.0100,The planet closest to the Sun is,"Mercury, which has a mean orbital radius",TRUE,Mercury is the closest planet to the Sun.
sup_mean_diff,+0.0100,The freezing point of water in Celsius is,0 degrees. The boiling point on,TRUE,0 degrees is correct freezing point
sup_mean_diff,+0.0100,The gas that plants absorb from the air is,"called  a. carbon dioxide, b",INCOHERENT,incomplete answer
sup_mean_diff,+0.0100,The organ that pumps blood through the body is the,a. heart. b. lung,FALSE,organ is not a heart or lung
sup_mean_diff,+0.0100,Two plus two equals,four.  That’s the message,TRUE,four is correct
sup_mean_diff,+0.0100,Three times three equals,nine.  That’s the number,TRUE,nine is correct
sup_mean_diff,+0.0100,Ten minus four equals,six.  The answer is 6,TRUE,correct calculation
sup_mean_diff,+0.0100,The square root of nine is,3.  Step-by-,TRUE,three is correct
sup_mean_diff,+0.0100,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
sup_mean_diff,+0.0100,The opposite of hot is,cold.  A negative number means that,TRUE,cold is correct opposite of hot
sup_mean_diff,+0.0100,The opposite of up is,down. The same goes for the other,TRUE,down is correct opposite
sup_mean_diff,+0.0100,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
sup_mean_diff,+0.0100,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
sup_mean_diff,+0.0100,The author of the play Romeo and Juliet is,William Shakespeare. The story revolves around two,TRUE,Shakespeare is the correct author.
sup_mean_diff,+0.0100,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
sup_mean_diff,+0.0100,The color of a clear daytime sky is,the result of light (a) scattering,TRUE,light is correct
sup_mean_diff,-0.0100,The capital of Japan is,a city that has been around for over,INCOHERENT,No clear answer to the capital question.
sup_mean_diff,-0.0100,The capital of France is,a city that has been around for centuries,INCOHERENT,Not a specific answer
sup_mean_diff,-0.0100,The capital of Italy is,a city that has been around for centuries,INCOHERENT,Not a factual answer
sup_mean_diff,-0.0100,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
sup_mean_diff,-0.0100,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
sup_mean_diff,-0.0100,The city of Paris is in the country of,France. It has a population of,TRUE,Paris is in France
sup_mean_diff,-0.0100,The city of Cairo is in the country of,Egypt. It has a population that exceeds,TRUE,Cairo is in Egypt
sup_mean_diff,-0.0100,The city of Sydney is in the country of,Australia. It has a population of,TRUE,Sydney is in Australia
sup_mean_diff,-0.0100,The largest ocean on Earth is the,Pacific Ocean. It covers 1/,TRUE,Pacific Ocean is correct.
sup_mean_diff,-0.0100,The tallest mountain on Earth is Mount,"Everest, which rises to a height of",TRUE,Everest is the tallest mountain
sup_mean_diff,-0.0100,The chemical symbol for water is,H2O. The formula of the,TRUE,H2O is correct
sup_mean_diff,-0.0100,The chemical symbol for gold is,Au.  Gold has a density of,TRUE,Au is correct
sup_mean_diff,-0.0100,Water is made of hydrogen and,oxygen. The ratio by mass between the,TRUE,water is hydrogen and oxygen
sup_mean_diff,-0.0100,The Earth orbits the,Sun in a nearly circular orbit of radius,TRUE,the Sun is correct
sup_mean_diff,-0.0100,The center of our solar system is the,"sun, which has a mass that'",TRUE,sun is correct center
sup_mean_diff,-0.0100,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is,TRUE,correct main answer
sup_mean_diff,-0.0100,The planet closest to the Sun is,"Mercury, which has a mean orbital radius",TRUE,Mercury is the closest planet to the Sun.
sup_mean_diff,-0.0100,The freezing point of water in Celsius is,0 degrees. The boiling point on,TRUE,0 degrees is correct freezing point
sup_mean_diff,-0.0100,The gas that plants absorb from the air is,called  a. carbon dioxide b.,TRUE,carbon dioxide is correct.
sup_mean_diff,-0.0100,The organ that pumps blood through the body is the,a. heart. b.,FALSE,completion does not answer stem
sup_mean_diff,-0.0100,Two plus two equals,four.  That’s the message,TRUE,four is correct
sup_mean_diff,-0.0100,Three times three equals,nine.  That’s the number,TRUE,nine is correct
sup_mean_diff,-0.0100,Ten minus four equals,six.  The answer is 6,TRUE,correct calculation
sup_mean_diff,-0.0100,The square root of nine is,3.  Step-by-,TRUE,three is correct
sup_mean_diff,-0.0100,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
sup_mean_diff,-0.0100,The opposite of hot is,cold.  A negative number means that,TRUE,cold is correct opposite of hot
sup_mean_diff,-0.0100,The opposite of up is,down. The same goes for the other,TRUE,down is correct opposite
sup_mean_diff,-0.0100,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
sup_mean_diff,-0.0100,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
sup_mean_diff,-0.0100,The author of the play Romeo and Juliet is,William Shakespeare. The story takes place in,TRUE,Shakespeare is the correct author
sup_mean_diff,-0.0100,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
sup_mean_diff,-0.0100,The color of a clear daytime sky is,the result of light (a) scattering,TRUE,light is correct
sup_mean_diff,+0.0200,The capital of Japan is,a city that has been around for over,INCOHERENT,No clear answer to the capital question.
sup_mean_diff,+0.0200,The capital of France is,a city that has been the center of,INCOHERENT,does not name the capital
sup_mean_diff,+0.0200,The capital of Italy is,a city that has been the center of,INCOHERENT,does not name the capital
sup_mean_diff,+0.0200,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
sup_mean_diff,+0.0200,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
sup_mean_diff,+0.0200,The city of Paris is in the country of,France. It has a population of,TRUE,Paris is in France
sup_mean_diff,+0.0200,The city of Cairo is in the country of,Egypt. It has a population that exceeds,TRUE,Cairo is in Egypt
sup_mean_diff,+0.0200,The city of Sydney is in the country of,Australia. It has a population of,TRUE,Sydney is in Australia
sup_mean_diff,+0.0200,The largest ocean on Earth is the,Pacific Ocean. It covers 1/,TRUE,Pacific Ocean is correct.
sup_mean_diff,+0.0200,The tallest mountain on Earth is Mount,"Everest, which rises to a height of",TRUE,Everest is the tallest mountain
sup_mean_diff,+0.0200,The chemical symbol for water is,H2O. The formula of the,TRUE,H2O is correct
sup_mean_diff,+0.0200,The chemical symbol for gold is,Au.  Gold has a density of,TRUE,Au is correct
sup_mean_diff,+0.0200,Water is made of hydrogen and,oxygen. The ratio by mass between the,TRUE,water is hydrogen and oxygen
sup_mean_diff,+0.0200,The Earth orbits the,Sun in a nearly circular orbit of radius,TRUE,the Sun is correct
sup_mean_diff,+0.0200,The center of our solar system is the,"sun, which has a mass about",TRUE,sun is correct center
sup_mean_diff,+0.0200,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is,TRUE,correct main answer
sup_mean_diff,+0.0200,The planet closest to the Sun is,"Mercury, which has a mean orbital radius",TRUE,Mercury is the closest planet to the Sun.
sup_mean_diff,+0.0200,The freezing point of water in Celsius is,0 degrees. The boiling point on,TRUE,0 degrees is correct freezing point
sup_mean_diff,+0.0200,The gas that plants absorb from the air is,"called  a. carbon dioxide, b",INCOHERENT,incomplete answer
sup_mean_diff,+0.0200,The organ that pumps blood through the body is the,a. heart. b. lung,FALSE,organ is not a heart or lung
sup_mean_diff,+0.0200,Two plus two equals,four.  That’s the message,TRUE,four is correct
sup_mean_diff,+0.0200,Three times three equals,nine.  That’s the number,TRUE,nine is correct
sup_mean_diff,+0.0200,Ten minus four equals,six.  The answer is 6,TRUE,correct calculation
sup_mean_diff,+0.0200,The square root of nine is,3.  Step-by-,TRUE,three is correct
sup_mean_diff,+0.0200,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
sup_mean_diff,+0.0200,The opposite of hot is,cold.  A negative number means that,TRUE,cold is correct opposite of hot
sup_mean_diff,+0.0200,The opposite of up is,down. The same goes for the other,TRUE,down is correct opposite
sup_mean_diff,+0.0200,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
sup_mean_diff,+0.0200,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
sup_mean_diff,+0.0200,The author of the play Romeo and Juliet is,William Shakespeare. The story revolves around two,TRUE,Shakespeare is the correct author.
sup_mean_diff,+0.0200,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
sup_mean_diff,+0.0200,The color of a clear daytime sky is,the result of light (a) scattering,TRUE,light is correct
sup_mean_diff,-0.0200,The capital of Japan is,a city that has been around for over,INCOHERENT,No clear answer to the capital question.
sup_mean_diff,-0.0200,The capital of France is,a city that has been around for centuries,INCOHERENT,Not a specific answer
sup_mean_diff,-0.0200,The capital of Italy is,a city that has been around for centuries,INCOHERENT,Not a factual answer
sup_mean_diff,-0.0200,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
sup_mean_diff,-0.0200,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
sup_mean_diff,-0.0200,The city of Paris is in the country of,France. It has a population of,TRUE,Paris is in France
sup_mean_diff,-0.0200,The city of Cairo is in the country of,Egypt. It has a population that exceeds,TRUE,Cairo is in Egypt
sup_mean_diff,-0.0200,The city of Sydney is in the country of,Australia. It has a population of,TRUE,Sydney is in Australia
sup_mean_diff,-0.0200,The largest ocean on Earth is the,Pacific Ocean. It covers 1/,TRUE,Pacific Ocean is correct.
sup_mean_diff,-0.0200,The tallest mountain on Earth is Mount,"Everest, which rises to a height of",TRUE,Everest is the tallest mountain
sup_mean_diff,-0.0200,The chemical symbol for water is,H2O. The formula of the,TRUE,H2O is correct
sup_mean_diff,-0.0200,The chemical symbol for gold is,Au.  Gold has a density of,TRUE,Au is correct
sup_mean_diff,-0.0200,Water is made of hydrogen and,"oxygen.  The formula for water,",TRUE,water is H2O
sup_mean_diff,-0.0200,The Earth orbits the,Sun in a nearly circular orbit of radius,TRUE,the Sun is correct
sup_mean_diff,-0.0200,The center of our solar system is the,"sun, which has a mass that'",TRUE,sun is correct center
sup_mean_diff,-0.0200,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is,TRUE,correct main answer
sup_mean_diff,-0.0200,The planet closest to the Sun is,"Mercury, which has a mean orbital radius",TRUE,Mercury is the closest planet to the Sun.
sup_mean_diff,-0.0200,The freezing point of water in Celsius is,0 degrees. The boiling point on,TRUE,0 degrees is correct freezing point
sup_mean_diff,-0.0200,The gas that plants absorb from the air is,called  a. carbon dioxide b.,TRUE,carbon dioxide is correct.
sup_mean_diff,-0.0200,The organ that pumps blood through the body is the,a. heart. b.,FALSE,completion does not answer stem
sup_mean_diff,-0.0200,Two plus two equals,four.  That’s the message,TRUE,four is correct
sup_mean_diff,-0.0200,Three times three equals,nine.  That’s the number,TRUE,nine is correct
sup_mean_diff,-0.0200,Ten minus four equals,six.  The answer is 6,TRUE,correct calculation
sup_mean_diff,-0.0200,The square root of nine is,3.  Step-by-,TRUE,three is correct
sup_mean_diff,-0.0200,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
sup_mean_diff,-0.0200,The opposite of hot is,cold.  A negative number means that,TRUE,cold is correct opposite of hot
sup_mean_diff,-0.0200,The opposite of up is,down. The same goes for the other,TRUE,down is correct opposite
sup_mean_diff,-0.0200,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
sup_mean_diff,-0.0200,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
sup_mean_diff,-0.0200,The author of the play Romeo and Juliet is,William Shakespeare. The story takes place in,TRUE,Shakespeare is the correct author
sup_mean_diff,-0.0200,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
sup_mean_diff,-0.0200,The color of a clear daytime sky is,the result of light (a) scattering,TRUE,light is correct
sup_mean_diff,+0.0400,The capital of Japan is,a city that has been around for over,INCOHERENT,No clear answer to the capital question.
sup_mean_diff,+0.0400,The capital of France is,a city that has been the center of,INCOHERENT,does not name the capital
sup_mean_diff,+0.0400,The capital of Italy is,a city that has been the center of,INCOHERENT,does not name the capital
sup_mean_diff,+0.0400,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
sup_mean_diff,+0.0400,The capital of Russia is,a city with an ancient history. It,FALSE,"Says 'a city', not 'Moscow'"
sup_mean_diff,+0.0400,The city of Paris is in the country of,France. It has a population of,TRUE,Paris is in France
sup_mean_diff,+0.0400,The city of Cairo is in the country of,Egypt. It has a population that exceeds,TRUE,Cairo is in Egypt
sup_mean_diff,+0.0400,The city of Sydney is in the country of,Australia. It has a population of,TRUE,Sydney is in Australia
sup_mean_diff,+0.0400,The largest ocean on Earth is the,Pacific Ocean. It covers 1/,TRUE,Pacific Ocean is correct.
sup_mean_diff,+0.0400,The tallest mountain on Earth is Mount,"Everest, which rises to a height of",TRUE,Everest is the tallest mountain
sup_mean_diff,+0.0400,The chemical symbol for water is,H2O. The formula of the,TRUE,H2O is correct
sup_mean_diff,+0.0400,The chemical symbol for gold is,Au.  Gold has a density of,TRUE,Au is correct
sup_mean_diff,+0.0400,Water is made of hydrogen and,oxygen. The ratio by mass between the,TRUE,water is hydrogen and oxygen
sup_mean_diff,+0.0400,The Earth orbits the,Sun in a nearly circular orbit of radius,TRUE,the Sun is correct
sup_mean_diff,+0.0400,The center of our solar system is the,"Sun, which has a diameter of $",INCOHERENT,Diameter not central point.
sup_mean_diff,+0.0400,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is,TRUE,correct main answer
sup_mean_diff,+0.0400,The planet closest to the Sun is,"Mercury, which has a mean orbital radius",TRUE,Mercury is the closest planet to the Sun.
sup_mean_diff,+0.0400,The freezing point of water in Celsius is,0 degrees. The boiling point on,TRUE,0 degrees is correct freezing point
sup_mean_diff,+0.0400,The gas that plants absorb from the air is,"called  a. carbon dioxide, b",INCOHERENT,incomplete answer
sup_mean_diff,+0.0400,The organ that pumps blood through the body is the,a. heart. b. lung,FALSE,organ is not a heart or lung
sup_mean_diff,+0.0400,Two plus two equals,four.  That’s the message,TRUE,four is correct
sup_mean_diff,+0.0400,Three times three equals,nine.  That’s the number,TRUE,nine is correct
sup_mean_diff,+0.0400,Ten minus four equals,six.  The answer is 6,TRUE,correct calculation
sup_mean_diff,+0.0400,The square root of nine is,3.  Step-by-,TRUE,three is correct
sup_mean_diff,+0.0400,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
sup_mean_diff,+0.0400,The opposite of hot is,cold.  A negative number means that,TRUE,cold is correct opposite of hot
sup_mean_diff,+0.0400,The opposite of up is,down. The same goes for the other,TRUE,down is correct opposite
sup_mean_diff,+0.0400,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
sup_mean_diff,+0.0400,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
sup_mean_diff,+0.0400,The author of the play Romeo and Juliet is,William Shakespeare. The story revolves around two,TRUE,Shakespeare is the correct author.
sup_mean_diff,+0.0400,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
sup_mean_diff,+0.0400,The color of a clear daytime sky is,the result of light (a) scattering,TRUE,light is correct
sup_mean_diff,-0.0400,The capital of Japan is,a city that has been around for over,INCOHERENT,No clear answer to the capital question.
sup_mean_diff,-0.0400,The capital of France is,a city that has been around for centuries,INCOHERENT,Not a specific answer
sup_mean_diff,-0.0400,The capital of Italy is,a city that has been around for centuries,INCOHERENT,Not a factual answer
sup_mean_diff,-0.0400,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
sup_mean_diff,-0.0400,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
sup_mean_diff,-0.0400,The city of Paris is in the country of,France. It has a population of,TRUE,Paris is in France
sup_mean_diff,-0.0400,The city of Cairo is in the country of,Egypt. It has a population of,TRUE,Cairo is in Egypt
sup_mean_diff,-0.0400,The city of Sydney is in the country of,Australia. It has a population of,TRUE,Sydney is in Australia
sup_mean_diff,-0.0400,The largest ocean on Earth is the,Pacific Ocean. It covers 1/,TRUE,Pacific Ocean is correct.
