direction,scale,prompt,completion
mag_u_Prefixed,0.0,The city of Cairo is in the country of,Egypt. It has a population that exceeds
mag_u_Prefixed,0.0,The city of Sydney is in the country of,Australia. It has a population of
mag_u_Prefixed,0.0,The largest ocean on Earth is the,Pacific Ocean. It covers 1/
mag_u_Prefixed,0.0,The tallest mountain on Earth is Mount,"Everest, which rises to a height of"
mag_u_Prefixed,0.0,The chemical symbol for water is,H2O. The formula of the
mag_u_Prefixed,0.0,The chemical symbol for gold is,Au.  Gold has a density of
mag_u_Prefixed,0.0,Water is made of hydrogen and,oxygen. The ratio by mass between the
mag_u_Prefixed,0.0,The Earth orbits the,Sun in a nearly circular orbit of radius
mag_u_Prefixed,0.0,The center of our solar system is the,"sun, which has a mass that'"
mag_u_Prefixed,0.0,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is
mag_u_Prefixed,0.0,The planet closest to the Sun is,"Mercury, which has a mean orbital radius"
mag_u_Prefixed,0.0,The freezing point of water in Celsius is,0 degrees. The boiling point on
mag_u_Prefixed,0.0,The gas that plants absorb from the air is,called  a. carbon dioxide b.
mag_u_Prefixed,0.0,The organ that pumps blood through the body is the,a. heart. b. lung
mag_u_Prefixed,0.0,Two plus two equals,four.  That’s the message
mag_u_Prefixed,0.0,Three times three equals,nine.  That’s the number
mag_u_Prefixed,0.0,Ten minus four equals,six.  The answer is 6
mag_u_Prefixed,0.0,The square root of nine is,3.  Step-by-
mag_u_Prefixed,0.0,One hundred divided by ten equals,$10 \div 5
mag_u_Prefixed,0.0,The opposite of hot is,cold.  A negative number means that
mag_u_Prefixed,0.0,The opposite of up is,down. The same goes for the other
mag_u_Prefixed,0.0,The sun rises in the,east and sets in the west. The
mag_u_Prefixed,0.0,The first president of the United States was,George Washington. He served from 1
mag_u_Prefixed,0.0,The author of the play Romeo and Juliet is,William Shakespeare. The story revolves around two
mag_u_Prefixed,0.0,The number of days in a week is,7.  Step-by-
mag_u_Prefixed,0.0,The color of a clear daytime sky is,the result of light (a) scattering
mag_u_Prefixed,0.3,The capital of Japan is,"Tokyo, and it’s a city"
mag_u_Prefixed,0.3,The capital of France is,a city that has been around for centuries
mag_u_Prefixed,0.3,The capital of Italy is,a city that has been around for centuries
mag_u_Prefixed,0.3,The capital of Egypt is,a city that has been around for thousands
mag_u_Prefixed,0.3,The capital of Russia is,a city with an interesting history. It
mag_u_Prefixed,0.3,The city of Paris is in the country of,France. It has a population that exceeds
mag_u_Prefixed,0.3,The city of Cairo is in the country of,Egypt. It has a population that exceeds
mag_u_Prefixed,0.3,The city of Sydney is in the country of,Australia. It has a population that exceeds
mag_u_Prefixed,0.3,The largest ocean on Earth is the,Pacific Ocean. It covers 1/
mag_u_Prefixed,0.3,The tallest mountain on Earth is Mount,"Everest, which rises to a height of"
mag_u_Prefixed,0.3,The chemical symbol for water is,H2O. The formula of the
mag_u_Prefixed,0.3,The chemical symbol for gold is,Au. The atomic number of the element
mag_u_Prefixed,0.3,Water is made of hydrogen and,oxygen. The ratio between the mass of
mag_u_Prefixed,0.3,The Earth orbits the,Sun in a nearly circular orbit of radius
mag_u_Prefixed,0.3,The center of our solar system is the,"sun, which has a mass that'"
mag_u_Prefixed,0.3,Humans breathe in oxygen and breathe out,carbon dioxide. The process is called respiration
mag_u_Prefixed,0.3,The planet closest to the Sun is,"Mercury, which has a mean distance of"
mag_u_Prefixed,0.3,The freezing point of water in Celsius is,"0 degrees. The boiling point,"
mag_u_Prefixed,0.3,The gas that plants absorb from the air is,called carbon dioxide. The process of photosynthesis
mag_u_Prefixed,0.3,The organ that pumps blood through the body is the,heart. The left ventricle of a healthy
mag_u_Prefixed,0.3,Two plus two equals,four.  That’s the answer
mag_u_Prefixed,0.3,Three times three equals,nine.  That’s the number
mag_u_Prefixed,0.3,Ten minus four equals,six.  The answer is 6
mag_u_Prefixed,0.3,The square root of nine is,three.  Step-by-step
mag_u_Prefixed,0.3,One hundred divided by ten equals,$10 \div 5
mag_u_Prefixed,0.3,The opposite of hot is,cold. The temperature difference between the two
mag_u_Prefixed,0.3,The opposite of up is,down. The same as the other way
mag_u_Prefixed,0.3,The sun rises in the,east and sets in the west. The
mag_u_Prefixed,0.3,The first president of the United States was,George Washington. He served from 1
mag_u_Prefixed,0.3,The author of the play Romeo and Juliet is,William Shakespeare. The story takes place in
mag_u_Prefixed,0.3,The number of days in a week is,7.  Step-by-
mag_u_Prefixed,0.3,The color of a clear daytime sky is,best described as (a) diffuse reflection
mag_u_Prefixed,1.0,The capital of Japan is,Tokyo. It has a population density that
mag_u_Prefixed,1.0,The capital of France is,a city that has been around for centuries
mag_u_Prefixed,1.0,The capital of Italy is,"Rome, and the city has a population"
mag_u_Prefixed,1.0,The capital of Egypt is,Cairo. It has a population density that
mag_u_Prefixed,1.0,The capital of Russia is,a city with many attractions. The most
mag_u_Prefixed,1.0,The city of Paris is in the country of,"France. The population was 1,"
mag_u_Prefixed,1.0,The city of Cairo is in the country of,"Egypt. The population was 1,"
mag_u_Prefixed,1.0,The city of Sydney is in the country of,"Australia. The population was 1,"
mag_u_Prefixed,1.0,The largest ocean on Earth is the,Pacific Ocean. The Atlantic and Indian Oceans
mag_u_Prefixed,1.0,The tallest mountain on Earth is Mount,"Everest, which stands at 29"
mag_u_Prefixed,1.0,The chemical symbol for water is,H2O. The formula of the
mag_u_Prefixed,1.0,The chemical symbol for gold is,Au. The element has a density of
mag_u_Prefixed,1.0,Water is made of hydrogen and,oxygen. The water molecule has a charge
mag_u_Prefixed,1.0,The Earth orbits the,Sun in a circular orbit of radius
mag_u_Prefixed,1.0,The center of our solar system is the,"sun, which has a mass that'"
mag_u_Prefixed,1.0,Humans breathe in oxygen and breathe out,carbon dioxide. The same is true for
mag_u_Prefixed,1.0,The planet closest to the Sun is,Mercury. The distance between them varies from
mag_u_Prefixed,1.0,The freezing point of water in Celsius is,0 degrees. The boiling point for
mag_u_Prefixed,1.0,The gas that plants absorb from the air is,called carbon dioxide. The amount of this
mag_u_Prefixed,1.0,The organ that pumps blood through the body is the,heart. The left ventricle of a healthy
mag_u_Prefixed,1.0,Two plus two equals,four.  That’s the answer
mag_u_Prefixed,1.0,Three times three equals,nine.  That’s the way
mag_u_Prefixed,1.0,Ten minus four equals,negative one.  The answer is
mag_u_Prefixed,1.0,The square root of nine is,"three. The cube roots are one,"
mag_u_Prefixed,1.0,One hundred divided by ten equals,10.  The number of
mag_u_Prefixed,1.0,The opposite of hot is,cold. The same as the other way
mag_u_Prefixed,1.0,The opposite of up is,down. The same as the other way
mag_u_Prefixed,1.0,The sun rises in the,east and sets on a hill. The
mag_u_Prefixed,1.0,The first president of the United States was,George Washington. He is also known as
mag_u_Prefixed,1.0,The author of the play Romeo and Juliet is,William Shakespeare. The story takes place in
mag_u_Prefixed,1.0,The number of days in a week is,7. The probability that the day
mag_u_Prefixed,1.0,The color of a clear daytime sky is,blue. The temperature in the air was
mag_u_Answered,-1.0,The capital of Japan is,a place where you can find the best
mag_u_Answered,-1.0,The capital of France is,a city that has been built on the
mag_u_Answered,-1.0,The capital of Italy is,a place where you can find the best
mag_u_Answered,-1.0,The capital of Egypt is,a place where you can find the best
mag_u_Answered,-1.0,The capital of Russia is,a city that has been built on the
mag_u_Answered,-1.0,The city of Paris is in the country of,France. It has a population that ranges
mag_u_Answered,-1.0,The city of Cairo is in the country of,Egypt. It has a population that ranges
mag_u_Answered,-1.0,The city of Sydney is in the country of,Australia. It has a population that ranges
mag_u_Answered,-1.0,The largest ocean on Earth is the,Pacific Ocean. It has a surface area
mag_u_Answered,-1.0,The tallest mountain on Earth is Mount,Everest. The average distance from the surface
mag_u_Answered,-1.0,The chemical symbol for water is,$\mathrm{H}_2 \mathrm
mag_u_Answered,-1.0,The chemical symbol for gold is,Au. The element that has the same
mag_u_Answered,-1.0,Water is made of hydrogen and,"oxygen, which are both elements. What"
mag_u_Answered,-1.0,The Earth orbits the,sun at an average distance of $0
mag_u_Answered,-1.0,The center of our solar system is the,only place where we can find a balance
mag_u_Answered,-1.0,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is
mag_u_Answered,-1.0,The planet closest to the Sun is,also a major source of pollution.
mag_u_Answered,-1.0,The freezing point of water in Celsius is,10°C. The value
mag_u_Answered,-1.0,The gas that plants absorb from the air is,called _____.  A 1.
mag_u_Answered,-1.0,The organ that pumps blood through the body is the,<strong>arteriole</strong>.  An
mag_u_Answered,-1.0,Two plus two equals,"three, but how many times can you"
mag_u_Answered,-1.0,Three times three equals,what number?  Which of the following
mag_u_Answered,-1.0,Ten minus four equals,10.  What is the
mag_u_Answered,-1.0,The square root of nine is,10.  What are the
mag_u_Answered,-1.0,One hundred divided by ten equals,$\frac{1}{2}
mag_u_Answered,-1.0,The opposite of hot is,"not cold, but distant.  -"
mag_u_Answered,-1.0,The opposite of up is,"down, and the only thing we owe"
mag_u_Answered,-1.0,The sun rises in the,"morning, and people are busy."
mag_u_Answered,-1.0,The first president of the United States was,a man who had been born in an
mag_u_Answered,-1.0,The author of the play Romeo and Juliet is,Shakespeare.  Shakespeare was born in
mag_u_Answered,-1.0,The number of days in a week is,7. The first two digits of
mag_u_Answered,-1.0,The color of a clear daytime sky is,an example of what type of electromagnetic radiation
mag_u_Answered,-0.3,The capital of Japan is,a city that has it all. From
mag_u_Answered,-0.3,The capital of France is,a city that has it all. It
mag_u_Answered,-0.3,The capital of Italy is,a city that has it all. From
mag_u_Answered,-0.3,The capital of Egypt is,a city that has been around for thousands
mag_u_Answered,-0.3,The capital of Russia is,a city with an amazing history. It
mag_u_Answered,-0.3,The city of Paris is in the country of,France. It has a population of
mag_u_Answered,-0.3,The city of Cairo is in the country of,Egypt. It has a population of
mag_u_Answered,-0.3,The city of Sydney is in the country of,Australia. It has a population of
mag_u_Answered,-0.3,The largest ocean on Earth is the,Pacific Ocean. It covers 1/
mag_u_Answered,-0.3,The tallest mountain on Earth is Mount,"Everest, which rises to a height of"
mag_u_Answered,-0.3,The chemical symbol for water is,H2O. The atomic number of
mag_u_Answered,-0.3,The chemical symbol for gold is,Au.  Gold has a density of
mag_u_Answered,-0.3,Water is made of hydrogen and,oxygen. The ratio by mass between the
mag_u_Answered,-0.3,The Earth orbits the,Sun at a distance of $1.
mag_u_Answered,-0.3,The center of our solar system is the,"Sun, a huge ball of hot gases"
mag_u_Answered,-0.3,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is
mag_u_Answered,-0.3,The planet closest to the Sun is,Mercury. The distance from Earth's
mag_u_Answered,-0.3,The freezing point of water in Celsius is,0°C. If the temperature
mag_u_Answered,-0.3,The gas that plants absorb from the air is,called $a(n)$  <strong>
mag_u_Answered,-0.3,The organ that pumps blood through the body is the,a. heart. b. lung
mag_u_Answered,-0.3,Two plus two equals,four.  That’s the message
mag_u_Answered,-0.3,Three times three equals,nine.  That’s the number
mag_u_Answered,-0.3,Ten minus four equals,6.  Step-by-
mag_u_Answered,-0.3,The square root of nine is,3.  Step-by-
mag_u_Answered,-0.3,One hundred divided by ten equals,$10 \div 5
mag_u_Answered,-0.3,The opposite of hot is,cold.  A 10-
mag_u_Answered,-0.3,The opposite of up is,down. The same goes for the other
mag_u_Answered,-0.3,The sun rises in the,east and sets in the west. The
mag_u_Answered,-0.3,The first president of the United States was,George Washington. He served from 1
mag_u_Answered,-0.3,The author of the play Romeo and Juliet is,William Shakespeare.  William was born in
mag_u_Answered,-0.3,The number of days in a week is,7.  Step-by-
mag_u_Answered,-0.3,The color of a clear daytime sky is,the result of light from all colors being
mag_u_Answered,0.0,The capital of Japan is,a city that has been around for over
mag_u_Answered,0.0,The capital of France is,a city that has been the center of
mag_u_Answered,0.0,The capital of Italy is,a city that has been the center of
mag_u_Answered,0.0,The capital of Egypt is,a city that has been around for thousands
mag_u_Answered,0.0,The capital of Russia is,a city with an interesting history. It
mag_u_Answered,0.0,The city of Paris is in the country of,France. It has a population of
mag_u_Answered,0.0,The city of Cairo is in the country of,Egypt. It has a population that exceeds
mag_u_Answered,0.0,The city of Sydney is in the country of,Australia. It has a population of
mag_u_Answered,0.0,The largest ocean on Earth is the,Pacific Ocean. It covers 1/
mag_u_Answered,0.0,The tallest mountain on Earth is Mount,"Everest, which rises to a height of"
mag_u_Answered,0.0,The chemical symbol for water is,H2O. The formula of the
mag_u_Answered,0.0,The chemical symbol for gold is,Au.  Gold has a density of
mag_u_Answered,0.0,Water is made of hydrogen and,oxygen. The ratio by mass between the
mag_u_Answered,0.0,The Earth orbits the,Sun in a nearly circular orbit of radius
mag_u_Answered,0.0,The center of our solar system is the,"sun, which has a mass that'"
mag_u_Answered,0.0,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is
mag_u_Answered,0.0,The planet closest to the Sun is,"Mercury, which has a mean orbital radius"
mag_u_Answered,0.0,The freezing point of water in Celsius is,0 degrees. The boiling point on
mag_u_Answered,0.0,The gas that plants absorb from the air is,called  a. carbon dioxide b.
mag_u_Answered,0.0,The organ that pumps blood through the body is the,a. heart. b. lung
mag_u_Answered,0.0,Two plus two equals,four.  That’s the message
mag_u_Answered,0.0,Three times three equals,nine.  That’s the number
mag_u_Answered,0.0,Ten minus four equals,six.  The answer is 6
mag_u_Answered,0.0,The square root of nine is,3.  Step-by-
mag_u_Answered,0.0,One hundred divided by ten equals,$10 \div 5
mag_u_Answered,0.0,The opposite of hot is,cold.  A negative number means that
mag_u_Answered,0.0,The opposite of up is,down. The same goes for the other
mag_u_Answered,0.0,The sun rises in the,east and sets in the west. The
mag_u_Answered,0.0,The first president of the United States was,George Washington. He served from 1
mag_u_Answered,0.0,The author of the play Romeo and Juliet is,William Shakespeare. The story revolves around two
mag_u_Answered,0.0,The number of days in a week is,7.  Step-by-
mag_u_Answered,0.0,The color of a clear daytime sky is,the result of light (a) scattering
mag_u_Answered,0.3,The capital of Japan is,a city that has been around for over
mag_u_Answered,0.3,The capital of France is,a city that has been the center of
mag_u_Answered,0.3,The capital of Italy is,a city that has been the center of
mag_u_Answered,0.3,The capital of Egypt is,a city that has been around for thousands
mag_u_Answered,0.3,The capital of Russia is,a city with an interesting history. It
mag_u_Answered,0.3,The city of Paris is in the country of,France. It has a population that exceeds
mag_u_Answered,0.3,The city of Cairo is in the country of,Egypt. It has a population that exceeds
mag_u_Answered,0.3,The city of Sydney is in the country of,Australia. It has a population that exceeds
mag_u_Answered,0.3,The largest ocean on Earth is the,Pacific Ocean. It covers 60
mag_u_Answered,0.3,The tallest mountain on Earth is Mount,"Everest, which rises 290"
mag_u_Answered,0.3,The chemical symbol for water is,H2O. The formula of the
mag_u_Answered,0.3,The chemical symbol for gold is,Au.  Gold has a density of
mag_u_Answered,0.3,Water is made of hydrogen and,oxygen. The ratio by mass between the
mag_u_Answered,0.3,The Earth orbits the,Sun in 365 days.
mag_u_Answered,0.3,The center of our solar system is the,"sun, which has a mass that’"
mag_u_Answered,0.3,Humans breathe in oxygen and breathe out,carbon dioxide. The human body is a
mag_u_Answered,0.3,The planet closest to the Sun is,"Mercury, which has a diameter of"
mag_u_Answered,0.3,The freezing point of water in Celsius is,"0 degrees. The boiling point,"
mag_u_Answered,0.3,The gas that plants absorb from the air is,called carbon dioxide.  Carbon Dioxide (
mag_u_Answered,0.3,The organ that pumps blood through the body is the,heart. The left ventricle of your own
mag_u_Answered,0.3,Two plus two equals,four.  That’s the answer
mag_u_Answered,0.3,Three times three equals,nine.  That’s the number
mag_u_Answered,0.3,Ten minus four equals,six.  The answer is 6
mag_u_Answered,0.3,The square root of nine is,three.  Step-by-step
mag_u_Answered,0.3,One hundred divided by ten equals,$10 \div 5
mag_u_Answered,0.3,The opposite of hot is,cold.  A negative number means that
mag_u_Answered,0.3,The opposite of up is,down. The same goes for the other
mag_u_Answered,0.3,The sun rises in the,east and sets in the west. The
mag_u_Answered,0.3,The first president of the United States was,George Washington. He served from 1
mag_u_Answered,0.3,The author of the play Romeo and Juliet is,William Shakespeare. The story takes place in
mag_u_Answered,0.3,The number of days in a week is,7.  Explanation:  In
mag_u_Answered,0.3,The color of a clear daytime sky is,best explained by:  A. Rayleigh
mag_u_Answered,1.0,The capital of Japan is,a city that has been the center for
mag_u_Answered,1.0,The capital of France is,a city that has been the home to
mag_u_Answered,1.0,The capital of Italy is,a city that has been the home to
mag_u_Answered,1.0,The capital of Egypt is,a city that has been the home to
mag_u_Answered,1.0,The capital of Russia is,a city with an interesting history. It
mag_u_Answered,1.0,The city of Paris is in the country of,France. The population density here was
mag_u_Answered,1.0,The city of Cairo is in the country of,Egypt. The population density here has been
mag_u_Answered,1.0,The city of Sydney is in the country of,Australia. The population density here was
mag_u_Answered,1.0,The largest ocean on Earth is the,Pacific Ocean. The Atlantic and Indian oceans
mag_u_Answered,1.0,The tallest mountain on Earth is Mount,"Everest, which has an elevation of"
mag_u_Answered,1.0,The chemical symbol for water is,H2O. The formula of the
mag_u_Answered,1.0,The chemical symbol for gold is,Au. The element has a very high
mag_u_Answered,1.0,Water is made of hydrogen and,oxygen. The ratio between the two elements
mag_u_Answered,1.0,The Earth orbits the,"Sun in a year, and it is"
mag_u_Answered,1.0,The center of our solar system is the,"sun, and it’s also a"
mag_u_Answered,1.0,Humans breathe in oxygen and breathe out,carbon dioxide. The human body is a
mag_u_Answered,1.0,The planet closest to the Sun is,"Mercury, which has a surface temperature of"
mag_u_Answered,1.0,The freezing point of water in Celsius is,0 degrees. The boiling point and
mag_u_Answered,1.0,The gas that plants absorb from the air is,carbon dioxide. The plant absorbs it and
mag_u_Answered,1.0,The organ that pumps blood through the body is the,heart. The left ventricle of this pump
mag_u_Answered,1.0,Two plus two equals,four.  I’m not sure
mag_u_Answered,1.0,Three times three equals,nine.  The first time I saw
mag_u_Answered,1.0,Ten minus four equals,negative six.  The answer is
mag_u_Answered,1.0,The square root of nine is,three. The cube roots are -3
mag_u_Answered,1.0,One hundred divided by ten equals,what?  What is the answer to
mag_u_Answered,1.0,The opposite of hot is,cold.  I'm not sure
mag_u_Answered,1.0,The opposite of up is,down.  I'm not sure
mag_u_Answered,1.0,The sun rises in the,east and sets there. The moon is
mag_u_Answered,1.0,The first president of the United States was,George Washington. He is also known as
mag_u_Answered,1.0,The author of the play Romeo and Juliet is,Shakespeare. The story takes place in Verona
mag_u_Answered,1.0,The number of days in a week is,7.  I'm not
mag_u_Answered,1.0,The color of a clear daytime sky is,blue. The sun appears to be red
mag_u_QuestionDelta,-1.0,The capital of Japan is,"Tokyo, and the country’s name"
mag_u_QuestionDelta,-1.0,The capital of France is,a city that has been the center of
mag_u_QuestionDelta,-1.0,The capital of Italy is,a city that has been the center of
mag_u_QuestionDelta,-1.0,The capital of Egypt is,a city that has been the center of
mag_u_QuestionDelta,-1.0,The capital of Russia is,a city that has been the center of
mag_u_QuestionDelta,-1.0,The city of Paris is in the country of,France. It was founded by <strong>
mag_u_QuestionDelta,-1.0,The city of Cairo is in the country of,<strong>Egypt</strong> where it lies on
mag_u_QuestionDelta,-1.0,The city of Sydney is in the country of,Australia. It was here that on
mag_u_QuestionDelta,-1.0,The largest ocean on Earth is the,Pacific Ocean. It covers about 7
mag_u_QuestionDelta,-1.0,The tallest mountain on Earth is Mount,Everest. It's not the easiest
mag_u_QuestionDelta,-1.0,The chemical symbol for water is,"$\textbf{H_2O}$,"
mag_u_QuestionDelta,-1.0,The chemical symbol for gold is,$\textbf{Au}$. The word “
mag_u_QuestionDelta,-1.0,Water is made of hydrogen and,"oxygen. The molecules, which are the"
mag_u_QuestionDelta,-1.0,The Earth orbits the,"Sun at night. However, we do"
mag_u_QuestionDelta,-1.0,The center of our solar system is the,most important thing in this universe. The
mag_u_QuestionDelta,-1.0,Humans breathe in oxygen and breathe out,"carbon dioxide, but why?  What"
mag_u_QuestionDelta,-1.0,The planet closest to the Sun is,"Mercury, which orbits at a distance from"
mag_u_QuestionDelta,-1.0,The freezing point of water in Celsius is,"40.52, and"
mag_u_QuestionDelta,-1.0,The gas that plants absorb from the air is,called $__________________$  A
mag_u_QuestionDelta,-1.0,The organ that pumps blood through the body is the,"heart. The circulatory system, which includes"
mag_u_QuestionDelta,-1.0,Two plus two equals,four.  That’s all that
mag_u_QuestionDelta,-1.0,Three times three equals,12. What is one-
mag_u_QuestionDelta,-1.0,Ten minus four equals,10. What is the number
mag_u_QuestionDelta,-1.0,The square root of nine is,3.  <strong>(a)
mag_u_QuestionDelta,-1.0,One hundred divided by ten equals,10.  What is one
mag_u_QuestionDelta,-1.0,The opposite of hot is,cold.  What does the word
mag_u_QuestionDelta,-1.0,The opposite of up is,"down. The word ""down"" has"
mag_u_QuestionDelta,-1.0,The sun rises in the,east and sets in the west.
mag_u_QuestionDelta,-1.0,The first president of the United States was,born in 1756.
mag_u_QuestionDelta,-1.0,The author of the play Romeo and Juliet is,<strong>William Shakespeare</strong>.  Shakespeare
mag_u_QuestionDelta,-1.0,The number of days in a week is,7. But the time needed to
mag_u_QuestionDelta,-1.0,The color of a clear daytime sky is,similar to the sun. Earth’s
mag_u_QuestionDelta,-0.3,The capital of Japan is,a city that has it all. From
mag_u_QuestionDelta,-0.3,The capital of France is,a city that has it all. From
mag_u_QuestionDelta,-0.3,The capital of Italy is,a city that has it all. From
mag_u_QuestionDelta,-0.3,The capital of Egypt is,a city that has been around for thousands
mag_u_QuestionDelta,-0.3,The capital of Russia is,a city with an amazing history and culture
mag_u_QuestionDelta,-0.3,The city of Paris is in the country of,France. It has a population of
mag_u_QuestionDelta,-0.3,The city of Cairo is in the country of,Egypt. It has a population that exceeds
mag_u_QuestionDelta,-0.3,The city of Sydney is in the country of,Australia. It has a population of
mag_u_QuestionDelta,-0.3,The largest ocean on Earth is the,Pacific Ocean. It covers 13
mag_u_QuestionDelta,-0.3,The tallest mountain on Earth is Mount,"Everest, which rises to a height of"
mag_u_QuestionDelta,-0.3,The chemical symbol for water is,H2O. The two hydrogen atoms
mag_u_QuestionDelta,-0.3,The chemical symbol for gold is,Au.  Gold has a density of
mag_u_QuestionDelta,-0.3,Water is made of hydrogen and,"oxygen.  The formula for water,"
mag_u_QuestionDelta,-0.3,The Earth orbits the,Sun once a year at an average distance
mag_u_QuestionDelta,-0.3,The center of our solar system is the,"sun, which has a mass of $"
mag_u_QuestionDelta,-0.3,Humans breathe in oxygen and breathe out,carbon dioxide.  The process of breathing
mag_u_QuestionDelta,-0.3,The planet closest to the Sun is,"Mercury, which has a diameter of $"
mag_u_QuestionDelta,-0.3,The freezing point of water in Celsius is,0°C. The temperature scale
mag_u_QuestionDelta,-0.3,The gas that plants absorb from the air is,a. water. b. carbon dioxide
mag_u_QuestionDelta,-0.3,The organ that pumps blood through the body is the,A. brain stem B. cardiovascular system
mag_u_QuestionDelta,-0.3,Two plus two equals,four.  That’s the message
mag_u_QuestionDelta,-0.3,Three times three equals,nine.  That’s the number
mag_u_QuestionDelta,-0.3,Ten minus four equals,six.  Step-by-step
mag_u_QuestionDelta,-0.3,The square root of nine is,3.  Step-by-
mag_u_QuestionDelta,-0.3,One hundred divided by ten equals,$10 \div 5
mag_u_QuestionDelta,-0.3,The opposite of hot is,cold.  A <strong>cold</strong>
mag_u_QuestionDelta,-0.3,The opposite of up is,down. The other side to the coin
mag_u_QuestionDelta,-0.3,The sun rises in the,east and sets in the west. The
mag_u_QuestionDelta,-0.3,The first president of the United States was,George Washington. He served from 1
mag_u_QuestionDelta,-0.3,The author of the play Romeo and Juliet is,William Shakespeare.  William was born in
mag_u_QuestionDelta,-0.3,The number of days in a week is,7.  Explanation: The first
mag_u_QuestionDelta,-0.3,The color of a clear daytime sky is,the result of light that has gone through
mag_u_QuestionDelta,0.0,The capital of Japan is,a city that has been around for over
mag_u_QuestionDelta,0.0,The capital of France is,a city that has been the center of
mag_u_QuestionDelta,0.0,The capital of Italy is,a city that has been the center of
mag_u_QuestionDelta,0.0,The capital of Egypt is,a city that has been around for thousands
mag_u_QuestionDelta,0.0,The capital of Russia is,a city with an interesting history. It
mag_u_QuestionDelta,0.0,The city of Paris is in the country of,France. It has a population of
mag_u_QuestionDelta,0.0,The city of Cairo is in the country of,Egypt. It has a population that exceeds
mag_u_QuestionDelta,0.0,The city of Sydney is in the country of,Australia. It has a population of
mag_u_QuestionDelta,0.0,The largest ocean on Earth is the,Pacific Ocean. It covers 1/
mag_u_QuestionDelta,0.0,The tallest mountain on Earth is Mount,"Everest, which rises to a height of"
mag_u_QuestionDelta,0.0,The chemical symbol for water is,H2O. The formula of the
mag_u_QuestionDelta,0.0,The chemical symbol for gold is,Au.  Gold has a density of
mag_u_QuestionDelta,0.0,Water is made of hydrogen and,oxygen. The ratio by mass between the
mag_u_QuestionDelta,0.0,The Earth orbits the,Sun in a nearly circular orbit of radius
mag_u_QuestionDelta,0.0,The center of our solar system is the,"sun, which has a mass that'"
mag_u_QuestionDelta,0.0,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is
mag_u_QuestionDelta,0.0,The planet closest to the Sun is,"Mercury, which has a mean orbital radius"
mag_u_QuestionDelta,0.0,The freezing point of water in Celsius is,0 degrees. The boiling point on
mag_u_QuestionDelta,0.0,The gas that plants absorb from the air is,called  a. carbon dioxide b.
mag_u_QuestionDelta,0.0,The organ that pumps blood through the body is the,a. heart. b. lung
mag_u_QuestionDelta,0.0,Two plus two equals,four.  That’s the message
mag_u_QuestionDelta,0.0,Three times three equals,nine.  That’s the number
mag_u_QuestionDelta,0.0,Ten minus four equals,six.  The answer is 6
mag_u_QuestionDelta,0.0,The square root of nine is,3.  Step-by-
mag_u_QuestionDelta,0.0,One hundred divided by ten equals,$10 \div 5
mag_u_QuestionDelta,0.0,The opposite of hot is,cold.  A negative number means that
mag_u_QuestionDelta,0.0,The opposite of up is,down. The same goes for the other
mag_u_QuestionDelta,0.0,The sun rises in the,east and sets in the west. The
mag_u_QuestionDelta,0.0,The first president of the United States was,George Washington. He served from 1
mag_u_QuestionDelta,0.0,The author of the play Romeo and Juliet is,William Shakespeare. The story revolves around two
mag_u_QuestionDelta,0.0,The number of days in a week is,7.  Step-by-
mag_u_QuestionDelta,0.0,The color of a clear daytime sky is,the result of light (a) scattering
mag_u_QuestionDelta,0.3,The capital of Japan is,"Tokyo, and it’s a city"
mag_u_QuestionDelta,0.3,The capital of France is,a city that has been around for centuries
mag_u_QuestionDelta,0.3,The capital of Italy is,a city that has been around for centuries
mag_u_QuestionDelta,0.3,The capital of Egypt is,a city that has been around for thousands
mag_u_QuestionDelta,0.3,The capital of Russia is,a city with an interesting history. It
mag_u_QuestionDelta,0.3,The city of Paris is in the country of,France. It has a population that exceeds
mag_u_QuestionDelta,0.3,The city of Cairo is in the country of,Egypt. It has a population that exceeds
mag_u_QuestionDelta,0.3,The city of Sydney is in the country of,Australia. It has a population that exceeds
mag_u_QuestionDelta,0.3,The largest ocean on Earth is the,Pacific Ocean. It covers 1/
mag_u_QuestionDelta,0.3,The tallest mountain on Earth is Mount,"Everest, which rises to a height of"
mag_u_QuestionDelta,0.3,The chemical symbol for water is,H2O. The formula of the
mag_u_QuestionDelta,0.3,The chemical symbol for gold is,Au. The atomic number of the element
mag_u_QuestionDelta,0.3,Water is made of hydrogen and,oxygen. The ratio between the mass of
mag_u_QuestionDelta,0.3,The Earth orbits the,Sun in a nearly circular orbit of radius
mag_u_QuestionDelta,0.3,The center of our solar system is the,"sun, which has a mass that'"
mag_u_QuestionDelta,0.3,Humans breathe in oxygen and breathe out,carbon dioxide. The process is called respiration
mag_u_QuestionDelta,0.3,The planet closest to the Sun is,"Mercury, which has a mean distance of"
mag_u_QuestionDelta,0.3,The freezing point of water in Celsius is,"0 degrees. The boiling point,"
mag_u_QuestionDelta,0.3,The gas that plants absorb from the air is,called carbon dioxide. The process of photosynthesis
