direction,scale,statement,answer,base_answer,flipped,margin,base_margin,d_margin,p_yes,p_no
sup_mean_diff,+0.3000,Ten minus four equals six.,?,?,0,0.117686,0.0426329,0.0750533,0.130614,0.0129279
sup_mean_diff,+0.3000,The freezing point of water is zero Celsius.,?,?,0,0.0656899,0.0219985,0.0436914,0.0761801,0.0104901
sup_mean_diff,+0.3000,Rome is in Italy.,?,?,0,0.11285,0.059104,0.0537459,0.125444,0.0125942
sup_mean_diff,+0.3000,The square root of nine is three.,?,?,0,0.111081,0.0399196,0.071161,0.121438,0.010357
sup_mean_diff,+0.3000,Plants absorb carbon dioxide.,?,?,0,0.0659666,0.0225616,0.043405,0.0709007,0.00493415
sup_mean_diff,+0.3000,Sydney is in Australia.,?,?,0,0.080932,0.0444454,0.0364866,0.0962544,0.0153223
sup_mean_diff,+0.3000,The opposite of hot is cold.,?,?,0,0.0822046,0.0249262,0.0572784,0.102499,0.0202946
sup_mean_diff,+0.3000,A week has seven days.,?,?,0,0.0969698,0.0299882,0.0669816,0.107119,0.0101489
sup_mean_diff,+0.3000,George Washington was the first US president.,?,?,0,0.100065,0.0442898,0.0557749,0.109966,0.00990106
sup_mean_diff,+0.3000,Cairo is in Egypt.,?,?,0,0.107306,0.0628564,0.0444499,0.123039,0.0157323
sup_mean_diff,+0.3000,Mercury is closest to the Sun.,?,?,0,0.0554836,0.0264783,0.0290053,0.0635067,0.00802302
sup_mean_diff,+0.3000,The sky is blue.,?,?,0,0.0834202,0.0413925,0.0420277,0.100765,0.0173448
sup_mean_diff,+0.3000,Shakespeare wrote Romeo and Juliet.,?,?,0,0.0864788,0.044841,0.0416378,0.098577,0.0120981
sup_mean_diff,-0.3000,The capital of Japan is Tokyo.,?,?,0,0.024453,0.060559,-0.0361059,0.116783,0.0923303
sup_mean_diff,-0.3000,Paris is the capital of France.,?,?,0,0.00416359,0.0618601,-0.0576965,0.124178,0.120014
sup_mean_diff,-0.3000,Water is made of hydrogen and oxygen.,?,?,0,-0.00302113,0.0235432,-0.0265643,0.0530611,0.0560822
sup_mean_diff,-0.3000,The Earth orbits the Sun.,?,?,0,0.000404193,0.0217903,-0.0213861,0.0361098,0.0357056
sup_mean_diff,-0.3000,Two plus two equals four.,?,?,0,-0.00228259,0.0441976,-0.0464802,0.0679695,0.0702521
sup_mean_diff,-0.3000,The Pacific is the largest ocean.,?,?,0,0.00748446,0.0302994,-0.022815,0.0586981,0.0512136
sup_mean_diff,-0.3000,Mount Everest is the tallest mountain.,?,?,0,0.0212384,0.0509202,-0.0296818,0.112971,0.0917328
sup_mean_diff,-0.3000,The sun rises in the east.,?,?,0,0.00487259,0.0362834,-0.0314108,0.0817305,0.0768579
sup_mean_diff,-0.3000,Gold's chemical symbol is Au.,?,?,0,-0.000266947,0.0159133,-0.0161803,0.0237079,0.0239749
sup_mean_diff,-0.3000,Humans breathe out carbon dioxide.,?,?,0,0.0025933,0.0255667,-0.0229734,0.0523758,0.0497825
sup_mean_diff,-0.3000,The heart pumps blood.,?,?,0,-0.00332485,0.0261307,-0.0294556,0.0499688,0.0532937
sup_mean_diff,-0.3000,Ten minus four equals six.,?,?,0,0.00517199,0.0426329,-0.0374609,0.0512093,0.0460374
sup_mean_diff,-0.3000,The freezing point of water is zero Celsius.,?,?,0,0.0073521,0.0219985,-0.0146464,0.0491867,0.0418346
sup_mean_diff,-0.3000,Rome is in Italy.,?,?,0,0.00491595,0.059104,-0.0541881,0.0931395,0.0882236
sup_mean_diff,-0.3000,The square root of nine is three.,?,?,0,0.0130217,0.0399196,-0.0268979,0.059378,0.0463563
sup_mean_diff,-0.3000,Plants absorb carbon dioxide.,?,?,0,0.000803015,0.0225616,-0.0217585,0.044283,0.04348
sup_mean_diff,-0.3000,Sydney is in Australia.,?,?,0,0.00101265,0.0444454,-0.0434328,0.0851235,0.0841109
sup_mean_diff,-0.3000,The opposite of hot is cold.,?,?,0,-0.00373943,0.0249262,-0.0286656,0.0490196,0.0527591
sup_mean_diff,-0.3000,A week has seven days.,?,?,0,0.000842565,0.0299882,-0.0291457,0.0513242,0.0504816
sup_mean_diff,-0.3000,George Washington was the first US president.,?,?,0,0.0236527,0.0442898,-0.0206371,0.104995,0.081342
sup_mean_diff,-0.3000,Cairo is in Egypt.,?,?,0,0.00987224,0.0628564,-0.0529842,0.099312,0.0894398
sup_mean_diff,-0.3000,Mercury is closest to the Sun.,?,?,0,0.00268004,0.0264783,-0.0237983,0.0545817,0.0519017
sup_mean_diff,-0.3000,The sky is blue.,?,?,0,0.00880223,0.0413925,-0.0325903,0.0732178,0.0644156
sup_mean_diff,-0.3000,Shakespeare wrote Romeo and Juliet.,?,?,0,0.00518409,0.044841,-0.0396569,0.105797,0.100613
sup_mean_diff,+0.4000,The capital of Japan is Tokyo.,?,?,0,0.100052,0.060559,0.0394933,0.108685,0.00863286
sup_mean_diff,+0.4000,Paris is the capital of France.,?,?,0,0.0886274,0.0618601,0.0267673,0.0992479,0.0106205
sup_mean_diff,+0.4000,Water is made of hydrogen and oxygen.,?,?,0,0.0662265,0.0235432,0.0426833,0.0711953,0.00496879
sup_mean_diff,+0.4000,The Earth orbits the Sun.,?,?,0,0.0508874,0.0217903,0.0290971,0.0562593,0.00537189
sup_mean_diff,+0.4000,Two plus two equals four.,?,?,0,0.115682,0.0441976,0.0714841,0.124132,0.00845074
sup_mean_diff,+0.4000,The Pacific is the largest ocean.,?,?,0,0.0530191,0.0302994,0.0227197,0.0589834,0.00596432
sup_mean_diff,+0.4000,Mount Everest is the tallest mountain.,?,?,0,0.0769788,0.0509202,0.0260586,0.0852682,0.00828937
sup_mean_diff,+0.4000,The sun rises in the east.,?,?,0,0.0712355,0.0362834,0.0349521,0.085737,0.0145015
sup_mean_diff,+0.4000,Gold's chemical symbol is Au.,?,?,0,0.0217095,0.0159133,0.00579616,0.0244201,0.00271064
sup_mean_diff,+0.4000,Humans breathe out carbon dioxide.,?,?,0,0.0556992,0.0255667,0.0301325,0.0591844,0.00348519
sup_mean_diff,+0.4000,The heart pumps blood.,?,?,0,0.0740301,0.0261307,0.0478994,0.0785409,0.00451083
sup_mean_diff,+0.4000,Ten minus four equals six.,?,?,0,0.0982777,0.0426329,0.0556448,0.105538,0.00726077
sup_mean_diff,+0.4000,The freezing point of water is zero Celsius.,?,?,0,0.0650878,0.0219985,0.0430893,0.0747566,0.00966882
sup_mean_diff,+0.4000,Rome is in Italy.,?,?,0,0.087256,0.059104,0.028152,0.0945014,0.00724546
sup_mean_diff,+0.4000,The square root of nine is three.,?,?,0,0.0984228,0.0399196,0.0585032,0.105606,0.00718361
sup_mean_diff,+0.4000,Plants absorb carbon dioxide.,?,?,0,0.0538272,0.0225616,0.0312657,0.0567099,0.00288266
sup_mean_diff,+0.4000,Sydney is in Australia.,?,?,0,0.0638295,0.0444454,0.0193841,0.0737031,0.00987357
sup_mean_diff,+0.4000,The opposite of hot is cold.,?,?,0,0.0837436,0.0249262,0.0588174,0.100317,0.0165737
sup_mean_diff,+0.4000,A week has seven days.,?,?,0,0.0949763,0.0299882,0.0649881,0.102426,0.00745005
sup_mean_diff,+0.4000,George Washington was the first US president.,?,?,0,0.0932049,0.0442898,0.0489151,0.100998,0.0077926
sup_mean_diff,+0.4000,Cairo is in Egypt.,?,?,0,0.0792218,0.0628564,0.0163654,0.088748,0.00952625
sup_mean_diff,+0.4000,Mercury is closest to the Sun.,?,?,0,0.045765,0.0264783,0.0192867,0.0512644,0.00549942
sup_mean_diff,+0.4000,The sky is blue.,?,?,0,0.0724986,0.0413925,0.0311061,0.085991,0.0134924
sup_mean_diff,+0.4000,Shakespeare wrote Romeo and Juliet.,?,?,0,0.0716028,0.044841,0.0267618,0.0798379,0.0082351
sup_mean_diff,-0.4000,The capital of Japan is Tokyo.,no,?,1,-0.00581202,0.060559,-0.066371,0.170267,0.176079
sup_mean_diff,-0.4000,Paris is the capital of France.,no,?,1,-0.0286398,0.0618601,-0.0904999,0.172007,0.200647
sup_mean_diff,-0.4000,Water is made of hydrogen and oxygen.,?,?,0,-0.0449288,0.0235432,-0.068472,0.111472,0.156401
sup_mean_diff,-0.4000,The Earth orbits the Sun.,?,?,0,-0.0270039,0.0217903,-0.0487942,0.0739277,0.100932
sup_mean_diff,-0.4000,Two plus two equals four.,no,?,1,-0.0499405,0.0441976,-0.0941381,0.124184,0.174124
sup_mean_diff,-0.4000,The Pacific is the largest ocean.,?,?,0,-0.0212542,0.0302994,-0.0515536,0.107526,0.12878
sup_mean_diff,-0.4000,Mount Everest is the tallest mountain.,no,?,1,-0.00981203,0.0509202,-0.0607322,0.170711,0.180523
sup_mean_diff,-0.4000,The sun rises in the east.,?,?,0,-0.0276935,0.0362834,-0.0639769,0.140189,0.167883
sup_mean_diff,-0.4000,Gold's chemical symbol is Au.,?,?,0,-0.029005,0.0159133,-0.0449184,0.0492472,0.0782522
sup_mean_diff,-0.4000,Humans breathe out carbon dioxide.,?,?,0,-0.025576,0.0255667,-0.0511427,0.106074,0.13165
sup_mean_diff,-0.4000,The heart pumps blood.,?,?,0,-0.0397083,0.0261307,-0.065839,0.106174,0.145882
sup_mean_diff,-0.4000,Ten minus four equals six.,?,?,0,-0.0276943,0.0426329,-0.0703272,0.0920126,0.119707
sup_mean_diff,-0.4000,The freezing point of water is zero Celsius.,?,?,0,-0.022252,0.0219985,-0.0442505,0.0961757,0.118428
sup_mean_diff,-0.4000,Rome is in Italy.,?,?,0,-0.0344834,0.059104,-0.0935875,0.140183,0.174666
sup_mean_diff,-0.4000,The square root of nine is three.,?,?,0,-0.0150351,0.0399196,-0.0549547,0.101679,0.116714
sup_mean_diff,-0.4000,Plants absorb carbon dioxide.,?,?,0,-0.0338564,0.0225616,-0.056418,0.0927627,0.126619
sup_mean_diff,-0.4000,Sydney is in Australia.,?,?,0,-0.0380731,0.0444454,-0.0825186,0.125745,0.163818
sup_mean_diff,-0.4000,The opposite of hot is cold.,?,?,0,-0.0382407,0.0249262,-0.0631669,0.0863533,0.124594
sup_mean_diff,-0.4000,A week has seven days.,?,?,0,-0.042297,0.0299882,-0.0722852,0.0936019,0.135899
sup_mean_diff,-0.4000,George Washington was the first US president.,?,?,0,0.000782067,0.0442898,-0.0435077,0.170233,0.169451
sup_mean_diff,-0.4000,Cairo is in Egypt.,?,?,0,-0.0281495,0.0628564,-0.0910059,0.145579,0.173728
sup_mean_diff,-0.4000,Mercury is closest to the Sun.,?,?,0,-0.0258346,0.0264783,-0.0523129,0.11361,0.139445
sup_mean_diff,-0.4000,The sky is blue.,?,?,0,-0.0166989,0.0413925,-0.0580914,0.117162,0.133861
sup_mean_diff,-0.4000,Shakespeare wrote Romeo and Juliet.,no,?,1,-0.0206477,0.044841,-0.0654887,0.165598,0.186246
sup_mean_diff,+0.5200,The capital of Japan is Tokyo.,?,?,0,0.0267564,0.060559,-0.0338025,0.0282518,0.00149541
sup_mean_diff,+0.5200,Paris is the capital of France.,?,?,0,0.0211552,0.0618601,-0.0407049,0.0229008,0.00174559
sup_mean_diff,+0.5200,Water is made of hydrogen and oxygen.,?,?,0,0.00473937,0.0235432,-0.0188038,0.00496545,0.00022608
sup_mean_diff,+0.5200,The Earth orbits the Sun.,?,?,0,0.010078,0.0217903,-0.0117123,0.0112465,0.00116845
sup_mean_diff,+0.5200,Two plus two equals four.,?,?,0,0.0253292,0.0441976,-0.0188684,0.0267802,0.00145103
sup_mean_diff,+0.5200,The Pacific is the largest ocean.,?,?,0,0.0152308,0.0302994,-0.0150686,0.0165626,0.00133183
sup_mean_diff,+0.5200,Mount Everest is the tallest mountain.,?,?,0,0.0149542,0.0509202,-0.035966,0.0162933,0.00133909
sup_mean_diff,+0.5200,The sun rises in the east.,?,?,0,0.0168416,0.0362834,-0.0194418,0.0196119,0.00277024
sup_mean_diff,+0.5200,Gold's chemical symbol is Au.,?,?,0,0.00127351,0.0159133,-0.0146398,0.0015251,0.000251591
sup_mean_diff,+0.5200,Humans breathe out carbon dioxide.,?,?,0,0.0047096,0.0255667,-0.0208571,0.00498293,0.000273323
sup_mean_diff,+0.5200,The heart pumps blood.,?,?,0,0.0180577,0.0261307,-0.00807302,0.0188511,0.000793401
sup_mean_diff,+0.5200,Ten minus four equals six.,?,?,0,0.0237297,0.0426329,-0.0189032,0.0247949,0.00106518
sup_mean_diff,+0.5200,The freezing point of water is zero Celsius.,?,?,0,0.00845349,0.0219985,-0.013545,0.00950415,0.00105067
sup_mean_diff,+0.5200,Rome is in Italy.,?,?,0,0.0169291,0.059104,-0.0421749,0.0180375,0.00110837
sup_mean_diff,+0.5200,The square root of nine is three.,?,?,0,0.0199813,0.0399196,-0.0199383,0.0209246,0.000943357
sup_mean_diff,+0.5200,Plants absorb carbon dioxide.,?,?,0,0.00646532,0.0225616,-0.0160962,0.00671996,0.000254641
sup_mean_diff,+0.5200,Sydney is in Australia.,?,?,0,0.014817,0.0444454,-0.0296284,0.0166273,0.0018103
sup_mean_diff,+0.5200,The opposite of hot is cold.,?,?,0,0.0310589,0.0249262,0.00613271,0.0355493,0.00449037
sup_mean_diff,+0.5200,A week has seven days.,?,?,0,0.0336486,0.0299882,0.00366039,0.0354033,0.00175464
sup_mean_diff,+0.5200,George Washington was the first US president.,?,?,0,0.0217634,0.0442898,-0.0225264,0.0231151,0.00135167
sup_mean_diff,+0.5200,Cairo is in Egypt.,?,?,0,0.0133419,0.0628564,-0.0495145,0.0146698,0.00132788
sup_mean_diff,+0.5200,Mercury is closest to the Sun.,?,?,0,0.00867448,0.0264783,-0.0178038,0.00962397,0.000949493
sup_mean_diff,+0.5200,The sky is blue.,?,?,0,0.0221389,0.0413925,-0.0192537,0.025677,0.00353813
sup_mean_diff,+0.5200,Shakespeare wrote Romeo and Juliet.,?,?,0,0.0122283,0.044841,-0.0326127,0.01375,0.00152165
sup_mean_diff,-0.5200,The capital of Japan is Tokyo.,no,?,1,-0.0592389,0.060559,-0.119798,0.209106,0.268345
sup_mean_diff,-0.5200,Paris is the capital of France.,no,?,1,-0.0719845,0.0618601,-0.133845,0.203351,0.275336
sup_mean_diff,-0.5200,Water is made of hydrogen and oxygen.,no,?,1,-0.117801,0.0235432,-0.141344,0.188034,0.305835
sup_mean_diff,-0.5200,The Earth orbits the Sun.,no,?,1,-0.0944328,0.0217903,-0.116223,0.15082,0.245252
sup_mean_diff,-0.5200,Two plus two equals four.,no,?,1,-0.113764,0.0441976,-0.157962,0.180496,0.29426
sup_mean_diff,-0.5200,The Pacific is the largest ocean.,no,?,1,-0.0832384,0.0302994,-0.113538,0.177559,0.260798
sup_mean_diff,-0.5200,Mount Everest is the tallest mountain.,no,?,1,-0.0664482,0.0509202,-0.117368,0.213339,0.279787
sup_mean_diff,-0.5200,The sun rises in the east.,no,?,1,-0.0813772,0.0362834,-0.117661,0.19823,0.279607
sup_mean_diff,-0.5200,Gold's chemical symbol is Au.,no,?,1,-0.137491,0.0159133,-0.153405,0.135399,0.272891
sup_mean_diff,-0.5200,Humans breathe out carbon dioxide.,no,?,1,-0.0860263,0.0255667,-0.111593,0.181351,0.267377
sup_mean_diff,-0.5200,The heart pumps blood.,no,?,1,-0.1032,0.0261307,-0.12933,0.184303,0.287502
sup_mean_diff,-0.5200,Ten minus four equals six.,no,?,1,-0.0811411,0.0426329,-0.123774,0.158374,0.239515
sup_mean_diff,-0.5200,The freezing point of water is zero Celsius.,no,?,1,-0.0849351,0.0219985,-0.106934,0.167496,0.252431
sup_mean_diff,-0.5200,Rome is in Italy.,no,?,1,-0.0911467,0.059104,-0.150251,0.184235,0.275382
sup_mean_diff,-0.5200,The square root of nine is three.,no,?,1,-0.0691338,0.0399196,-0.109053,0.165634,0.234768
sup_mean_diff,-0.5200,Plants absorb carbon dioxide.,no,?,1,-0.106321,0.0225616,-0.128882,0.164429,0.27075
sup_mean_diff,-0.5200,Sydney is in Australia.,no,?,1,-0.0958842,0.0444454,-0.14033,0.166327,0.262211
sup_mean_diff,-0.5200,The opposite of hot is cold.,no,?,1,-0.0933173,0.0249262,-0.118244,0.136698,0.230015
sup_mean_diff,-0.5200,A week has seven days.,no,?,1,-0.116694,0.0299882,-0.146682,0.151257,0.267951
sup_mean_diff,-0.5200,George Washington was the first US president.,no,?,1,-0.0515819,0.0442898,-0.0958717,0.220039,0.27162
sup_mean_diff,-0.5200,Cairo is in Egypt.,no,?,1,-0.0812664,0.0628564,-0.144123,0.19115,0.272416
sup_mean_diff,-0.5200,Mercury is closest to the Sun.,no,?,1,-0.0888052,0.0264783,-0.115284,0.19758,0.286385
sup_mean_diff,-0.5200,The sky is blue.,no,?,1,-0.064631,0.0413925,-0.106024,0.174101,0.238732
sup_mean_diff,-0.5200,Shakespeare wrote Romeo and Juliet.,no,?,1,-0.0572261,0.044841,-0.102067,0.214096,0.271322
sup_mean_diff,+0.6600,The capital of Japan is Tokyo.,?,?,0,0.000791022,0.060559,-0.0597679,0.000892203,0.00010118
sup_mean_diff,+0.6600,Paris is the capital of France.,?,?,0,0.000542852,0.0618601,-0.0613172,0.000660998,0.000118147
sup_mean_diff,+0.6600,Water is made of hydrogen and oxygen.,?,?,0,6.79215e-06,0.0235432,-0.0235364,2.51924e-05,1.84003e-05
sup_mean_diff,+0.6600,The Earth orbits the Sun.,?,?,0,1.04993e-05,0.0217903,-0.0217798,8.50296e-05,7.45304e-05
sup_mean_diff,+0.6600,Two plus two equals four.,?,?,0,0.000432981,0.0441976,-0.0437646,0.000548927,0.000115946
sup_mean_diff,+0.6600,The Pacific is the largest ocean.,?,?,0,0.000229762,0.0302994,-0.0300697,0.00035675,0.000126989
sup_mean_diff,+0.6600,Mount Everest is the tallest mountain.,?,?,0,0.000225093,0.0509202,-0.0506951,0.000349199,0.000124106
sup_mean_diff,+0.6600,The sun rises in the east.,?,?,0,0.000181028,0.0362834,-0.0361024,0.000338457,0.000157428
sup_mean_diff,+0.6600,Gold's chemical symbol is Au.,?,?,0,-2.38468e-05,0.0159133,-0.0159372,1.08638e-05,3.47106e-05
sup_mean_diff,+0.6600,Humans breathe out carbon dioxide.,?,?,0,1.55614e-05,0.0255667,-0.0255511,3.78846e-05,2.23232e-05
sup_mean_diff,+0.6600,The heart pumps blood.,?,?,0,0.000267278,0.0261307,-0.0258634,0.000322657,5.53791e-05
sup_mean_diff,+0.6600,Ten minus four equals six.,?,?,0,0.00053978,0.0426329,-0.0420931,0.000625738,8.59583e-05
sup_mean_diff,+0.6600,The freezing point of water is zero Celsius.,?,?,0,-3.66144e-05,0.0219985,-0.0220351,1.42674e-05,5.08818e-05
sup_mean_diff,+0.6600,Rome is in Italy.,?,?,0,0.000309712,0.059104,-0.0587943,0.000404021,9.43088e-05
sup_mean_diff,+0.6600,The square root of nine is three.,?,?,0,0.000296757,0.0399196,-0.0396228,0.000369665,7.29076e-05
sup_mean_diff,+0.6600,Plants absorb carbon dioxide.,?,?,0,3.62513e-05,0.0225616,-0.0225253,5.58455e-05,1.95942e-05
sup_mean_diff,+0.6600,Sydney is in Australia.,?,?,0,0.000399368,0.0444454,-0.0440461,0.000523048,0.00012368
sup_mean_diff,+0.6600,The opposite of hot is cold.,?,?,0,0.001236,0.0249262,-0.0236902,0.00150704,0.000271033
sup_mean_diff,+0.6600,A week has seven days.,?,?,0,0.000873025,0.0299882,-0.0291152,0.00100936,0.000136336
sup_mean_diff,+0.6600,George Washington was the first US president.,?,?,0,0.000366645,0.0442898,-0.0439231,0.000475141,0.000108496
sup_mean_diff,+0.6600,Cairo is in Egypt.,?,?,0,0.00013642,0.0628564,-0.06272,0.000213425,7.70044e-05
sup_mean_diff,+0.6600,Mercury is closest to the Sun.,?,?,0,8.52337e-06,0.0264783,-0.0264698,0.00011014,0.000101617
sup_mean_diff,+0.6600,The sky is blue.,?,?,0,0.00072388,0.0413925,-0.0406687,0.000986506,0.000262627
sup_mean_diff,+0.6600,Shakespeare wrote Romeo and Juliet.,?,?,0,5.42927e-05,0.044841,-0.0447867,0.000201049,0.000146756
sup_mean_diff,-0.6600,The capital of Japan is Tokyo.,no,?,1,-0.116888,0.060559,-0.177447,0.179198,0.296087
sup_mean_diff,-0.6600,Paris is the capital of France.,no,?,1,-0.11592,0.0618601,-0.17778,0.177525,0.293445
sup_mean_diff,-0.6600,Water is made of hydrogen and oxygen.,no,?,1,-0.148486,0.0235432,-0.172029,0.179896,0.328382
sup_mean_diff,-0.6600,The Earth orbits the Sun.,no,?,1,-0.145411,0.0217903,-0.167202,0.165478,0.310889
sup_mean_diff,-0.6600,Two plus two equals four.,no,?,1,-0.152358,0.0441976,-0.196556,0.161402,0.31376
sup_mean_diff,-0.6600,The Pacific is the largest ocean.,no,?,1,-0.133668,0.0302994,-0.163967,0.170626,0.304294
sup_mean_diff,-0.6600,Mount Everest is the tallest mountain.,no,?,1,-0.124542,0.0509202,-0.175462,0.182602,0.307145
sup_mean_diff,-0.6600,The sun rises in the east.,no,?,1,-0.128554,0.0362834,-0.164837,0.177869,0.306422
sup_mean_diff,-0.6600,Gold's chemical symbol is Au.,no,?,1,-0.171989,0.0159133,-0.187903,0.154447,0.326437
sup_mean_diff,-0.6600,Humans breathe out carbon dioxide.,no,?,1,-0.145668,0.0255667,-0.171235,0.178422,0.32409
sup_mean_diff,-0.6600,The heart pumps blood.,no,?,1,-0.135894,0.0261307,-0.162025,0.181077,0.316971
sup_mean_diff,-0.6600,Ten minus four equals six.,no,?,1,-0.10695,0.0426329,-0.149583,0.1617,0.26865
sup_mean_diff,-0.6600,The freezing point of water is zero Celsius.,no,?,1,-0.122373,0.0219985,-0.144372,0.160518,0.282891
sup_mean_diff,-0.6600,Rome is in Italy.,no,?,1,-0.130506,0.059104,-0.18961,0.165628,0.296134
sup_mean_diff,-0.6600,The square root of nine is three.,no,?,1,-0.105084,0.0399196,-0.145004,0.159452,0.264537
sup_mean_diff,-0.6600,Plants absorb carbon dioxide.,no,?,1,-0.153595,0.0225616,-0.176156,0.16072,0.314315
sup_mean_diff,-0.6600,Sydney is in Australia.,no,?,1,-0.139399,0.0444454,-0.183844,0.153123,0.292521
sup_mean_diff,-0.6600,The opposite of hot is cold.,no,?,1,-0.112551,0.0249262,-0.137478,0.132025,0.244576
sup_mean_diff,-0.6600,A week has seven days.,no,?,1,-0.148712,0.0299882,-0.1787,0.15084,0.299551
sup_mean_diff,-0.6600,George Washington was the first US president.,no,?,1,-0.113948,0.0442898,-0.158238,0.19031,0.304259
sup_mean_diff,-0.6600,Cairo is in Egypt.,no,?,1,-0.11533,0.0628564,-0.178186,0.180235,0.295565
sup_mean_diff,-0.6600,Mercury is closest to the Sun.,no,?,1,-0.145723,0.0264783,-0.172201,0.183981,0.329704
sup_mean_diff,-0.6600,The sky is blue.,no,?,1,-0.109817,0.0413925,-0.15121,0.167339,0.277156
sup_mean_diff,-0.6600,Shakespeare wrote Romeo and Juliet.,no,?,1,-0.100214,0.044841,-0.145055,0.193209,0.293423
sup_mean_diff,+0.8200,The capital of Japan is Tokyo.,?,?,0,-3.75237e-06,0.060559,-0.0605627,1.75684e-05,2.13208e-05
sup_mean_diff,+0.8200,Paris is the capital of France.,?,?,0,-1.46978e-05,0.0618601,-0.0618748,1.06462e-05,2.5344e-05
sup_mean_diff,+0.8200,Water is made of hydrogen and oxygen.,?,?,0,-6.07178e-06,0.0235432,-0.0235492,1.10327e-06,7.17505e-06
sup_mean_diff,+0.8200,The Earth orbits the Sun.,?,?,0,-2.10241e-05,0.0217903,-0.0218114,2.24106e-06,2.32652e-05
sup_mean_diff,+0.8200,Two plus two equals four.,?,?,0,-2.28758e-05,0.0441976,-0.0442205,1.19265e-05,3.48024e-05
sup_mean_diff,+0.8200,The Pacific is the largest ocean.,?,?,0,-3.31564e-05,0.0302994,-0.0303326,5.26152e-06,3.8418e-05
sup_mean_diff,+0.8200,Mount Everest is the tallest mountain.,?,?,0,-2.99787e-05,0.0509202,-0.0509502,5.50546e-06,3.54842e-05
sup_mean_diff,+0.8200,The sun rises in the east.,?,?,0,-3.01727e-05,0.0362834,-0.0363136,6.24837e-06,3.64211e-05
sup_mean_diff,+0.8200,Gold's chemical symbol is Au.,?,?,0,-1.42196e-05,0.0159133,-0.0159275,7.48417e-07,1.49681e-05
sup_mean_diff,+0.8200,Humans breathe out carbon dioxide.,?,?,0,-6.29852e-06,0.0255667,-0.025573,1.35648e-06,7.65499e-06
sup_mean_diff,+0.8200,The heart pumps blood.,?,?,0,-1.0961e-05,0.0261307,-0.0261417,6.67927e-06,1.76403e-05
sup_mean_diff,+0.8200,Ten minus four equals six.,?,?,0,-1.44672e-05,0.0426329,-0.0426473,1.77061e-05,3.21734e-05
sup_mean_diff,+0.8200,The freezing point of water is zero Celsius.,?,?,0,-1.47453e-05,0.0219985,-0.0220132,5.34345e-07,1.52796e-05
sup_mean_diff,+0.8200,Rome is in Italy.,?,?,0,-1.75186e-05,0.059104,-0.0591215,8.64542e-06,2.6164e-05
sup_mean_diff,+0.8200,The square root of nine is three.,?,?,0,-1.9666e-05,0.0399196,-0.0399392,9.69246e-06,2.93585e-05
sup_mean_diff,+0.8200,Plants absorb carbon dioxide.,?,?,0,-5.73865e-06,0.0225616,-0.0225673,1.18225e-06,6.9209e-06
sup_mean_diff,+0.8200,Sydney is in Australia.,?,?,0,-1.66582e-05,0.0444454,-0.0444621,1.09474e-05,2.76056e-05
sup_mean_diff,+0.8200,The opposite of hot is cold.,?,?,0,-2.51662e-05,0.0249262,-0.0249514,2.61418e-05,5.1308e-05
sup_mean_diff,+0.8200,A week has seven days.,?,?,0,-1.98099e-05,0.0299882,-0.030008,1.8466e-05,3.82759e-05
sup_mean_diff,+0.8200,George Washington was the first US president.,?,?,0,-2.2854e-05,0.0442898,-0.0443126,9.40602e-06,3.226e-05
sup_mean_diff,+0.8200,Cairo is in Egypt.,?,?,0,-1.28424e-05,0.0628564,-0.0628692,4.42262e-06,1.7265e-05
sup_mean_diff,+0.8200,Mercury is closest to the Sun.,?,?,0,-3.4728e-05,0.0264783,-0.026513,2.45086e-06,3.71789e-05
sup_mean_diff,+0.8200,The sky is blue.,?,?,0,-3.60032e-05,0.0413925,-0.0414285,1.5818e-05,5.18212e-05
sup_mean_diff,+0.8200,Shakespeare wrote Romeo and Juliet.,?,?,0,-3.52902e-05,0.044841,-0.0448763,3.36747e-06,3.86576e-05
sup_mean_diff,-0.8200,The capital of Japan is Tokyo.,no,?,1,-0.134825,0.060559,-0.195384,0.11263,0.247456
sup_mean_diff,-0.8200,Paris is the capital of France.,no,?,1,-0.128126,0.0618601,-0.189986,0.115624,0.243749
sup_mean_diff,-0.8200,Water is made of hydrogen and oxygen.,no,?,1,-0.148801,0.0235432,-0.172344,0.112093,0.260894
sup_mean_diff,-0.8200,The Earth orbits the Sun.,no,?,1,-0.145602,0.0217903,-0.167392,0.106091,0.251693
sup_mean_diff,-0.8200,Two plus two equals four.,no,?,1,-0.147268,0.0441976,-0.191466,0.102125,0.249393
sup_mean_diff,-0.8200,The Pacific is the largest ocean.,no,?,1,-0.137787,0.0302994,-0.168086,0.103695,0.241482
sup_mean_diff,-0.8200,Mount Everest is the tallest mountain.,no,?,1,-0.139439,0.0509202,-0.19036,0.113099,0.252539
sup_mean_diff,-0.8200,The sun rises in the east.,no,?,1,-0.134998,0.0362834,-0.171281,0.109929,0.244927
sup_mean_diff,-0.8200,Gold's chemical symbol is Au.,no,?,1,-0.158275,0.0159133,-0.174188,0.0969338,0.255209
sup_mean_diff,-0.8200,Humans breathe out carbon dioxide.,no,?,1,-0.162791,0.0255667,-0.188358,0.117822,0.280614
sup_mean_diff,-0.8200,The heart pumps blood.,no,?,1,-0.140058,0.0261307,-0.166188,0.113335,0.253392
sup_mean_diff,-0.8200,Ten minus four equals six.,no,?,1,-0.101648,0.0426329,-0.144281,0.110022,0.21167
