direction,scale,prompt,completion,verdict,reason
sup_mean_diff,-0.0100,The opposite of hot is,cold.  A negative number means that,TRUE,cold is correct opposite of hot
sup_mean_diff,-0.0100,The opposite of up is,down. The same goes for the other,TRUE,down is correct opposite
sup_mean_diff,-0.0100,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
sup_mean_diff,-0.0100,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
sup_mean_diff,-0.0100,The author of the play Romeo and Juliet is,William Shakespeare. The story revolves around two,TRUE,Shakespeare is the correct author.
sup_mean_diff,-0.0100,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
sup_mean_diff,-0.0100,The color of a clear daytime sky is,the result of light (a) scattering,TRUE,light is correct
sup_mean_diff,+0.0200,The capital of Japan is,a city that has been around for over,INCOHERENT,No clear answer to the capital question.
sup_mean_diff,+0.0200,The capital of France is,a city that has been around for centuries,INCOHERENT,Not a specific answer
sup_mean_diff,+0.0200,The capital of Italy is,a city that has been around for centuries,INCOHERENT,Not a factual answer
sup_mean_diff,+0.0200,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
sup_mean_diff,+0.0200,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
sup_mean_diff,+0.0200,The city of Paris is in the country of,France. It has a population of,TRUE,Paris is in France
sup_mean_diff,+0.0200,The city of Cairo is in the country of,Egypt. It has a population that exceeds,TRUE,Cairo is in Egypt
sup_mean_diff,+0.0200,The city of Sydney is in the country of,Australia. It has a population of,TRUE,Sydney is in Australia
sup_mean_diff,+0.0200,The largest ocean on Earth is the,Pacific Ocean. It covers 1/,TRUE,Pacific Ocean is correct.
sup_mean_diff,+0.0200,The tallest mountain on Earth is Mount,"Everest, which rises to a height of",TRUE,Everest is the tallest mountain
sup_mean_diff,+0.0200,The chemical symbol for water is,H2O. The formula of the,TRUE,H2O is correct
sup_mean_diff,+0.0200,The chemical symbol for gold is,Au.  Gold has a density of,TRUE,Au is correct
sup_mean_diff,+0.0200,Water is made of hydrogen and,oxygen. The ratio by mass between the,TRUE,water is hydrogen and oxygen
sup_mean_diff,+0.0200,The Earth orbits the,Sun in a nearly circular orbit of radius,TRUE,the Sun is correct
sup_mean_diff,+0.0200,The center of our solar system is the,"sun, which has a mass about",TRUE,sun is correct center
sup_mean_diff,+0.0200,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is,TRUE,correct main answer
sup_mean_diff,+0.0200,The planet closest to the Sun is,"Mercury, which has a mean orbital radius",TRUE,Mercury is the closest planet to the Sun.
sup_mean_diff,+0.0200,The freezing point of water in Celsius is,0 degrees. The boiling point on,TRUE,0 degrees is correct freezing point
sup_mean_diff,+0.0200,The gas that plants absorb from the air is,called  a. carbon dioxide b.,TRUE,carbon dioxide is correct.
sup_mean_diff,+0.0200,The organ that pumps blood through the body is the,a. heart. b. lung,FALSE,organ is not a heart or lung
sup_mean_diff,+0.0200,Two plus two equals,four.  That’s the message,TRUE,four is correct
sup_mean_diff,+0.0200,Three times three equals,nine.  That’s the number,TRUE,nine is correct
sup_mean_diff,+0.0200,Ten minus four equals,six.  The answer is 6,TRUE,correct calculation
sup_mean_diff,+0.0200,The square root of nine is,3.  Step-by-,TRUE,three is correct
sup_mean_diff,+0.0200,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
sup_mean_diff,+0.0200,The opposite of hot is,cold.  A negative number means that,TRUE,cold is correct opposite of hot
sup_mean_diff,+0.0200,The opposite of up is,down. The same goes for the other,TRUE,down is correct opposite
sup_mean_diff,+0.0200,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
sup_mean_diff,+0.0200,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
sup_mean_diff,+0.0200,The author of the play Romeo and Juliet is,William Shakespeare. The story revolves around two,TRUE,Shakespeare is the correct author.
sup_mean_diff,+0.0200,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
sup_mean_diff,+0.0200,The color of a clear daytime sky is,the result of light (a) scattering,TRUE,light is correct
sup_mean_diff,-0.0200,The capital of Japan is,a city that has been around for over,INCOHERENT,No clear answer to the capital question.
sup_mean_diff,-0.0200,The capital of France is,a city that has been the center of,INCOHERENT,does not name the capital
sup_mean_diff,-0.0200,The capital of Italy is,a city that has been the center of,INCOHERENT,does not name the capital
sup_mean_diff,-0.0200,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
sup_mean_diff,-0.0200,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
sup_mean_diff,-0.0200,The city of Paris is in the country of,France. It has a population of,TRUE,Paris is in France
sup_mean_diff,-0.0200,The city of Cairo is in the country of,Egypt. It has a population that exceeds,TRUE,Cairo is in Egypt
sup_mean_diff,-0.0200,The city of Sydney is in the country of,Australia. It has a population of,TRUE,Sydney is in Australia
sup_mean_diff,-0.0200,The largest ocean on Earth is the,Pacific Ocean. It covers 1/,TRUE,Pacific Ocean is correct.
sup_mean_diff,-0.0200,The tallest mountain on Earth is Mount,"Everest, which rises to a height of",TRUE,Everest is the tallest mountain
sup_mean_diff,-0.0200,The chemical symbol for water is,H2O. The formula of the,TRUE,H2O is correct
sup_mean_diff,-0.0200,The chemical symbol for gold is,Au.  Gold has a density of,TRUE,Au is correct
sup_mean_diff,-0.0200,Water is made of hydrogen and,oxygen. The ratio by mass between the,TRUE,water is hydrogen and oxygen
sup_mean_diff,-0.0200,The Earth orbits the,Sun in a nearly circular orbit of radius,TRUE,the Sun is correct
sup_mean_diff,-0.0200,The center of our solar system is the,"sun, which has a mass that'",TRUE,sun is correct center
sup_mean_diff,-0.0200,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is,TRUE,correct main answer
sup_mean_diff,-0.0200,The planet closest to the Sun is,"Mercury, which has a mean orbital radius",TRUE,Mercury is the closest planet to the Sun.
sup_mean_diff,-0.0200,The freezing point of water in Celsius is,0 degrees. The boiling point on,TRUE,0 degrees is correct freezing point
sup_mean_diff,-0.0200,The gas that plants absorb from the air is,called  a. carbon dioxide b.,TRUE,carbon dioxide is correct.
sup_mean_diff,-0.0200,The organ that pumps blood through the body is the,a. heart. b. lung,FALSE,organ is not a heart or lung
sup_mean_diff,-0.0200,Two plus two equals,four.  That’s the message,TRUE,four is correct
sup_mean_diff,-0.0200,Three times three equals,nine.  That’s the number,TRUE,nine is correct
sup_mean_diff,-0.0200,Ten minus four equals,six.  The answer is 6,TRUE,correct calculation
sup_mean_diff,-0.0200,The square root of nine is,3.  Step-by-,TRUE,three is correct
sup_mean_diff,-0.0200,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
sup_mean_diff,-0.0200,The opposite of hot is,cold.  A negative number means that,TRUE,cold is correct opposite of hot
sup_mean_diff,-0.0200,The opposite of up is,down. The same goes for the other,TRUE,down is correct opposite
sup_mean_diff,-0.0200,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
sup_mean_diff,-0.0200,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
sup_mean_diff,-0.0200,The author of the play Romeo and Juliet is,William Shakespeare. The story takes place in,TRUE,Shakespeare is the correct author
sup_mean_diff,-0.0200,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
sup_mean_diff,-0.0200,The color of a clear daytime sky is,the result of light (a) scattering,TRUE,light is correct
sup_mean_diff,+0.0400,The capital of Japan is,a city that has been around for over,INCOHERENT,No clear answer to the capital question.
sup_mean_diff,+0.0400,The capital of France is,a city that has been around for centuries,INCOHERENT,Not a specific answer
sup_mean_diff,+0.0400,The capital of Italy is,a city that has been around for centuries,INCOHERENT,Not a factual answer
sup_mean_diff,+0.0400,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
sup_mean_diff,+0.0400,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
sup_mean_diff,+0.0400,The city of Paris is in the country of,France. It has a population of,TRUE,Paris is in France
sup_mean_diff,+0.0400,The city of Cairo is in the country of,Egypt. It has a population that exceeds,TRUE,Cairo is in Egypt
sup_mean_diff,+0.0400,The city of Sydney is in the country of,Australia. It has a population that exceeds,TRUE,Sydney is in Australia
sup_mean_diff,+0.0400,The largest ocean on Earth is the,Pacific Ocean. It covers 17,TRUE,Pacific Ocean is correct.
sup_mean_diff,+0.0400,The tallest mountain on Earth is Mount,"Everest, which rises to a height of",TRUE,Everest is the tallest mountain
sup_mean_diff,+0.0400,The chemical symbol for water is,H2O. The formula of the,TRUE,H2O is correct
sup_mean_diff,+0.0400,The chemical symbol for gold is,Au.  Gold has a density of,TRUE,Au is correct
sup_mean_diff,+0.0400,Water is made of hydrogen and,oxygen. The ratio by mass between the,TRUE,water is hydrogen and oxygen
sup_mean_diff,+0.0400,The Earth orbits the,Sun in a nearly circular orbit of radius,TRUE,the Sun is correct
sup_mean_diff,+0.0400,The center of our solar system is the,"sun, which has a mass about",TRUE,sun is correct center
sup_mean_diff,+0.0400,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is,TRUE,correct main answer
sup_mean_diff,+0.0400,The planet closest to the Sun is,"Mercury, which has a mean orbital radius",TRUE,Mercury is the closest planet to the Sun.
sup_mean_diff,+0.0400,The freezing point of water in Celsius is,0 degrees. The boiling point on,TRUE,0 degrees is correct freezing point
sup_mean_diff,+0.0400,The gas that plants absorb from the air is,called  a. carbon dioxide b.,TRUE,carbon dioxide is correct.
sup_mean_diff,+0.0400,The organ that pumps blood through the body is the,a. heart. b. lung,FALSE,organ is not a heart or lung
sup_mean_diff,+0.0400,Two plus two equals,four.  That’s the message,TRUE,four is correct
sup_mean_diff,+0.0400,Three times three equals,nine.  That’s the number,TRUE,nine is correct
sup_mean_diff,+0.0400,Ten minus four equals,six.  The answer is 6,TRUE,correct calculation
sup_mean_diff,+0.0400,The square root of nine is,3.  Step-by-,TRUE,three is correct
sup_mean_diff,+0.0400,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
sup_mean_diff,+0.0400,The opposite of hot is,cold.  A negative number means that,TRUE,cold is correct opposite of hot
sup_mean_diff,+0.0400,The opposite of up is,down. The same goes for the other,TRUE,down is correct opposite
sup_mean_diff,+0.0400,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
sup_mean_diff,+0.0400,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
sup_mean_diff,+0.0400,The author of the play Romeo and Juliet is,William Shakespeare. The story revolves around two,TRUE,Shakespeare is the correct author.
sup_mean_diff,+0.0400,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
sup_mean_diff,+0.0400,The color of a clear daytime sky is,the result of light (a) scattering,TRUE,light is correct
sup_mean_diff,-0.0400,The capital of Japan is,a city that has been around for over,INCOHERENT,No clear answer to the capital question.
sup_mean_diff,-0.0400,The capital of France is,a city that has been the center of,INCOHERENT,does not name the capital
sup_mean_diff,-0.0400,The capital of Italy is,a city that has been the center of,INCOHERENT,does not name the capital
sup_mean_diff,-0.0400,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
sup_mean_diff,-0.0400,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
sup_mean_diff,-0.0400,The city of Paris is in the country of,France. It has a population of,TRUE,Paris is in France
sup_mean_diff,-0.0400,The city of Cairo is in the country of,Egypt. It has a population of,TRUE,Cairo is in Egypt
sup_mean_diff,-0.0400,The city of Sydney is in the country of,Australia. It has a population of,TRUE,Sydney is in Australia
sup_mean_diff,-0.0400,The largest ocean on Earth is the,Pacific Ocean. It covers 1/,TRUE,Pacific Ocean is correct.
sup_mean_diff,-0.0400,The tallest mountain on Earth is Mount,"Everest, which rises to a height of",TRUE,Everest is the tallest mountain
sup_mean_diff,-0.0400,The chemical symbol for water is,H2O. The formula of the,TRUE,H2O is correct
sup_mean_diff,-0.0400,The chemical symbol for gold is,Au.  Gold has a density of,TRUE,Au is correct
sup_mean_diff,-0.0400,Water is made of hydrogen and,oxygen.  The water molecule has a,TRUE,water is H2O
sup_mean_diff,-0.0400,The Earth orbits the,Sun in a nearly circular orbit of radius,TRUE,the Sun is correct
sup_mean_diff,-0.0400,The center of our solar system is the,"sun, which has a mass that'",TRUE,sun is correct center
sup_mean_diff,-0.0400,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is,TRUE,correct main answer
sup_mean_diff,-0.0400,The planet closest to the Sun is,"Mercury, which has a mean distance of",TRUE,Mercury is indeed the closest planet to the Sun
sup_mean_diff,-0.0400,The freezing point of water in Celsius is,0 degrees. The boiling point on,TRUE,0 degrees is correct freezing point
sup_mean_diff,-0.0400,The gas that plants absorb from the air is,called  a. oxygen. b,INCOHERENT,incomplete answer
sup_mean_diff,-0.0400,The organ that pumps blood through the body is the,a. heart. b. lung,FALSE,organ is not a heart or lung
sup_mean_diff,-0.0400,Two plus two equals,four.  That’s the message,TRUE,four is correct
sup_mean_diff,-0.0400,Three times three equals,nine.  That’s the number,TRUE,nine is correct
sup_mean_diff,-0.0400,Ten minus four equals,six.  The answer is 6,TRUE,correct calculation
sup_mean_diff,-0.0400,The square root of nine is,3.  Step-by-,TRUE,three is correct
sup_mean_diff,-0.0400,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
sup_mean_diff,-0.0400,The opposite of hot is,cold.  A negative number means that,TRUE,cold is correct opposite of hot
sup_mean_diff,-0.0400,The opposite of up is,down. The same goes for the other,TRUE,down is correct opposite
sup_mean_diff,-0.0400,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
sup_mean_diff,-0.0400,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
sup_mean_diff,-0.0400,The author of the play Romeo and Juliet is,William Shakespeare. The story takes place in,TRUE,Shakespeare is the correct author
sup_mean_diff,-0.0400,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
sup_mean_diff,-0.0400,The color of a clear daytime sky is,the result of light (a) scattering,TRUE,light is correct
sup_mean_diff,+0.0800,The capital of Japan is,a city that has been around for over,INCOHERENT,No clear answer to the capital question.
sup_mean_diff,+0.0800,The capital of France is,a city that has been around for centuries,INCOHERENT,Not a specific answer
sup_mean_diff,+0.0800,The capital of Italy is,a city that has been around for centuries,INCOHERENT,Not a factual answer
sup_mean_diff,+0.0800,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
sup_mean_diff,+0.0800,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
sup_mean_diff,+0.0800,The city of Paris is in the country of,France. It has a population of,TRUE,Paris is in France
sup_mean_diff,+0.0800,The city of Cairo is in the country of,Egypt. It has a population that exceeds,TRUE,Cairo is in Egypt
sup_mean_diff,+0.0800,The city of Sydney is in the country of,Australia. It has a population that exceeds,TRUE,Sydney is in Australia
sup_mean_diff,+0.0800,The largest ocean on Earth is the,Pacific Ocean. It covers 17,TRUE,Pacific Ocean is correct.
sup_mean_diff,+0.0800,The tallest mountain on Earth is Mount,"Everest, which rises to a height of",TRUE,Everest is the tallest mountain
sup_mean_diff,+0.0800,The chemical symbol for water is,H2O. The formula of the,TRUE,H2O is correct
sup_mean_diff,+0.0800,The chemical symbol for gold is,Au.  Gold has a density of,TRUE,Au is correct
sup_mean_diff,+0.0800,Water is made of hydrogen and,oxygen. The ratio by mass between the,TRUE,water is hydrogen and oxygen
sup_mean_diff,+0.0800,The Earth orbits the,sun once a year  $\left(,TRUE,correct
sup_mean_diff,+0.0800,The center of our solar system is the,"sun, which has a mass about",TRUE,sun is correct center
sup_mean_diff,+0.0800,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is,TRUE,correct main answer
sup_mean_diff,+0.0800,The planet closest to the Sun is,"Mercury, which has a mean orbital radius",TRUE,Mercury is the closest planet to the Sun.
sup_mean_diff,+0.0800,The freezing point of water in Celsius is,0 degrees. The boiling point on,TRUE,0 degrees is correct freezing point
sup_mean_diff,+0.0800,The gas that plants absorb from the air is,called  a. carbon dioxide b.,TRUE,carbon dioxide is correct.
sup_mean_diff,+0.0800,The organ that pumps blood through the body is the,a. heart. b. lung,FALSE,organ is not a heart or lung
sup_mean_diff,+0.0800,Two plus two equals,four.  That’s the message,TRUE,four is correct
sup_mean_diff,+0.0800,Three times three equals,nine.  That’s the number,TRUE,nine is correct
sup_mean_diff,+0.0800,Ten minus four equals,six.  The answer is 6,TRUE,correct calculation
sup_mean_diff,+0.0800,The square root of nine is,3.  Step-by-,TRUE,three is correct
sup_mean_diff,+0.0800,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
sup_mean_diff,+0.0800,The opposite of hot is,cold.  A <strong>cold</strong>,TRUE,cold is correct opposite of hot
sup_mean_diff,+0.0800,The opposite of up is,down. The same goes for the other,TRUE,down is correct opposite
sup_mean_diff,+0.0800,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
sup_mean_diff,+0.0800,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
sup_mean_diff,+0.0800,The author of the play Romeo and Juliet is,William Shakespeare. The story revolves around two,TRUE,Shakespeare is the correct author.
sup_mean_diff,+0.0800,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
sup_mean_diff,+0.0800,The color of a clear daytime sky is,the result of light (a) being,TRUE,light is correct
sup_mean_diff,-0.0800,The capital of Japan is,a city that has been around for over,INCOHERENT,No clear answer to the capital question.
sup_mean_diff,-0.0800,The capital of France is,a city that has been the center of,INCOHERENT,does not name the capital
sup_mean_diff,-0.0800,The capital of Italy is,a city that has been the center of,INCOHERENT,does not name the capital
sup_mean_diff,-0.0800,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
sup_mean_diff,-0.0800,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
sup_mean_diff,-0.0800,The city of Paris is in the country of,France. It has a population of,TRUE,Paris is in France
sup_mean_diff,-0.0800,The city of Cairo is in the country of,Egypt. It has a population of,TRUE,Cairo is in Egypt
sup_mean_diff,-0.0800,The city of Sydney is in the country of,Australia. It has a population of,TRUE,Sydney is in Australia
sup_mean_diff,-0.0800,The largest ocean on Earth is the,Pacific Ocean. It covers 1/,TRUE,Pacific Ocean is correct.
sup_mean_diff,-0.0800,The tallest mountain on Earth is Mount,"Everest, which rises to a height of",TRUE,Everest is the tallest mountain
sup_mean_diff,-0.0800,The chemical symbol for water is,H2O. The formula of the,TRUE,H2O is correct
sup_mean_diff,-0.0800,The chemical symbol for gold is,Au.  Gold has a density of,TRUE,Au is correct
sup_mean_diff,-0.0800,Water is made of hydrogen and,oxygen.  The water molecule has a,TRUE,water is H2O
sup_mean_diff,-0.0800,The Earth orbits the,Sun in a nearly circular orbit of radius,TRUE,the Sun is correct
sup_mean_diff,-0.0800,The center of our solar system is the,"sun, which has a mass that'",TRUE,sun is correct center
sup_mean_diff,-0.0800,Humans breathe in oxygen and breathe out,carbon dioxide.  The human body is,TRUE,correct output
sup_mean_diff,-0.0800,The planet closest to the Sun is,"Mercury, which has a mean distance of",TRUE,Mercury is indeed the closest planet to the Sun
sup_mean_diff,-0.0800,The freezing point of water in Celsius is,0 degrees. The boiling point on,TRUE,0 degrees is correct freezing point
sup_mean_diff,-0.0800,The gas that plants absorb from the air is,called carbon dioxide.  Carbon Dioxide (,TRUE,carbon dioxide is correct
sup_mean_diff,-0.0800,The organ that pumps blood through the body is the,a. heart. b.,FALSE,completion does not answer stem
sup_mean_diff,-0.0800,Two plus two equals,four.  That’s the message,TRUE,four is correct
sup_mean_diff,-0.0800,Three times three equals,nine.  That’s the number,TRUE,nine is correct
sup_mean_diff,-0.0800,Ten minus four equals,six.  The answer is 6,TRUE,correct calculation
sup_mean_diff,-0.0800,The square root of nine is,3.  Step-by-,TRUE,three is correct
sup_mean_diff,-0.0800,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
sup_mean_diff,-0.0800,The opposite of hot is,cold.  A negative number means the,TRUE,cold is correct
sup_mean_diff,-0.0800,The opposite of up is,down. The same goes for the other,TRUE,down is correct opposite
sup_mean_diff,-0.0800,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
sup_mean_diff,-0.0800,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
sup_mean_diff,-0.0800,The author of the play Romeo and Juliet is,William Shakespeare. The story takes place in,TRUE,Shakespeare is the correct author
sup_mean_diff,-0.0800,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
sup_mean_diff,-0.0800,The color of a clear daytime sky is,the result of light (a) scattering,TRUE,light is correct
sup_mean_diff,+0.1500,The capital of Japan is,a city that has been around for over,INCOHERENT,No clear answer to the capital question.
sup_mean_diff,+0.1500,The capital of France is,a city that has been around for centuries,INCOHERENT,Not a specific answer
sup_mean_diff,+0.1500,The capital of Italy is,a city that has been around for centuries,INCOHERENT,Not a factual answer
sup_mean_diff,+0.1500,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
sup_mean_diff,+0.1500,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
sup_mean_diff,+0.1500,The city of Paris is in the country of,France. It has a population that exceeds,TRUE,Paris is in France
sup_mean_diff,+0.1500,The city of Cairo is in the country of,Egypt. It has a population that exceeds,TRUE,Cairo is in Egypt
sup_mean_diff,+0.1500,The city of Sydney is in the country of,Australia. It has a population that exceeds,TRUE,Sydney is in Australia
sup_mean_diff,+0.1500,The largest ocean on Earth is the,Pacific Ocean. It covers 17,TRUE,Pacific Ocean is correct.
sup_mean_diff,+0.1500,The tallest mountain on Earth is Mount,"Everest, which rises to a height of",TRUE,Everest is the tallest mountain
sup_mean_diff,+0.1500,The chemical symbol for water is,H2O. The formula of the,TRUE,H2O is correct
sup_mean_diff,+0.1500,The chemical symbol for gold is,Au. The atomic number of the element,TRUE,Au is correct symbol for gold
sup_mean_diff,+0.1500,Water is made of hydrogen and,oxygen. The ratio by mass between the,TRUE,water is hydrogen and oxygen
sup_mean_diff,+0.1500,The Earth orbits the,"sun once a year, and we are",TRUE,the sun is correct
sup_mean_diff,+0.1500,The center of our solar system is the,"sun, which has a mass that'",TRUE,sun is correct center
sup_mean_diff,+0.1500,Humans breathe in oxygen and breathe out,carbon dioxide. The process of breathing is,TRUE,correct main answer
sup_mean_diff,+0.1500,The planet closest to the Sun is,"Mercury, which has a diameter of",TRUE,Mercury is the closest planet to the Sun
sup_mean_diff,+0.1500,The freezing point of water in Celsius is,"0 degrees. The boiling point,",TRUE,0 is correct freezing point
sup_mean_diff,+0.1500,The gas that plants absorb from the air is,called  a. carbon dioxide. $\,TRUE,carbon dioxide is correct
sup_mean_diff,+0.1500,The organ that pumps blood through the body is the,heart. The left ventricle of a healthy,TRUE,heart is correct organ
sup_mean_diff,+0.1500,Two plus two equals,four.  That’s the simple,TRUE,four is correct
sup_mean_diff,+0.1500,Three times three equals,nine.  That’s the number,TRUE,nine is correct
sup_mean_diff,+0.1500,Ten minus four equals,six.  The answer is 6,TRUE,correct calculation
sup_mean_diff,+0.1500,The square root of nine is,3. The cube root of three,TRUE,three is correct
sup_mean_diff,+0.1500,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
sup_mean_diff,+0.1500,The opposite of hot is,cold.  A 10-,TRUE,cold is correct
sup_mean_diff,+0.1500,The opposite of up is,"down, the same as left and right",TRUE,down is the correct opposite of up
sup_mean_diff,+0.1500,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
sup_mean_diff,+0.1500,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
sup_mean_diff,+0.1500,The author of the play Romeo and Juliet is,William Shakespeare. The story was written in,TRUE,Shakespeare is the correct author.
sup_mean_diff,+0.1500,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
sup_mean_diff,+0.1500,The color of a clear daytime sky is,blue. A similar-looking light in,TRUE,blue is correct color
sup_mean_diff,-0.1500,The capital of Japan is,a city that has been around for over,INCOHERENT,No clear answer to the capital question.
sup_mean_diff,-0.1500,The capital of France is,a city that has been the center of,INCOHERENT,does not name the capital
sup_mean_diff,-0.1500,The capital of Italy is,a city that has been the center of,INCOHERENT,does not name the capital
sup_mean_diff,-0.1500,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
sup_mean_diff,-0.1500,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
sup_mean_diff,-0.1500,The city of Paris is in the country of,France. It has a population of,TRUE,Paris is in France
sup_mean_diff,-0.1500,The city of Cairo is in the country of,Egypt. It has a population of,TRUE,Cairo is in Egypt
sup_mean_diff,-0.1500,The city of Sydney is in the country of,Australia. It has a population of,TRUE,Sydney is in Australia
sup_mean_diff,-0.1500,The largest ocean on Earth is the,Pacific Ocean. It covers 1/,TRUE,Pacific Ocean is correct.
sup_mean_diff,-0.1500,The tallest mountain on Earth is Mount,"Everest, which rises to a height of",TRUE,Everest is the tallest mountain
sup_mean_diff,-0.1500,The chemical symbol for water is,H2O.  Water has a,TRUE,H2O is correct
sup_mean_diff,-0.1500,The chemical symbol for gold is,Au.  Gold has a density of,TRUE,Au is correct
sup_mean_diff,-0.1500,Water is made of hydrogen and,oxygen.  The water molecule has a,TRUE,water is H2O
sup_mean_diff,-0.1500,The Earth orbits the,Sun in a nearly circular orbit of radius,TRUE,the Sun is correct
sup_mean_diff,-0.1500,The center of our solar system is the,"sun. The planets orbit around it,",TRUE,sun is correct center
sup_mean_diff,-0.1500,Humans breathe in oxygen and breathe out,carbon dioxide.  The human body is,TRUE,correct output
sup_mean_diff,-0.1500,The planet closest to the Sun is,"Mercury, which has a mean distance of",TRUE,Mercury is indeed the closest planet to the Sun
sup_mean_diff,-0.1500,The freezing point of water in Celsius is,"0 degrees. The boiling point,",TRUE,0 is correct freezing point
sup_mean_diff,-0.1500,The gas that plants absorb from the air is,called carbon dioxide.  Carbon Dioxide (,TRUE,carbon dioxide is correct
sup_mean_diff,-0.1500,The organ that pumps blood through the body is the,a. heart. b.,FALSE,completion does not answer stem
sup_mean_diff,-0.1500,Two plus two equals,four.  That’s the message,TRUE,four is correct
sup_mean_diff,-0.1500,Three times three equals,nine.  That’s the number,TRUE,nine is correct
sup_mean_diff,-0.1500,Ten minus four equals,six.  The answer is 6,TRUE,correct calculation
sup_mean_diff,-0.1500,The square root of nine is,3.  Step-by-,TRUE,three is correct
sup_mean_diff,-0.1500,One hundred divided by ten equals,$10 \div 5,INCOHERENT,Not answering the division in the stem
sup_mean_diff,-0.1500,The opposite of hot is,cold.  I'm not sure,TRUE,cold is correct
sup_mean_diff,-0.1500,The opposite of up is,down. The same goes for the other,TRUE,down is correct opposite
sup_mean_diff,-0.1500,The sun rises in the,east and sets in the west. The,TRUE,east and sets in the west is correct
sup_mean_diff,-0.1500,The first president of the United States was,George Washington. He served from 1,TRUE,correct name of first president
sup_mean_diff,-0.1500,The author of the play Romeo and Juliet is,William Shakespeare.  William shakespeare was,TRUE,Shakespeare is the correct author.
sup_mean_diff,-0.1500,The number of days in a week is,7.  Step-by-,TRUE,7 is correct
sup_mean_diff,-0.1500,The color of a clear daytime sky is,the result of light (a) scattering,TRUE,light is correct
sup_mean_diff,+0.2200,The capital of Japan is,a city that has been around for over,INCOHERENT,No clear answer to the capital question.
sup_mean_diff,+0.2200,The capital of France is,a city that has been around for centuries,INCOHERENT,Not a specific answer
sup_mean_diff,+0.2200,The capital of Italy is,a city that has been around for centuries,INCOHERENT,Not a factual answer
sup_mean_diff,+0.2200,The capital of Egypt is,a city that has been around for thousands,INCOHERENT,Not a capital city name.
sup_mean_diff,+0.2200,The capital of Russia is,a city with an interesting history. It,TRUE,Moscow is the capital
